Player,Team,Rating,ACS,KD,ADR,KAST,KPR,APR,FKPR,FDPR,Total_Rounds_Played,url,tier_m,region_m
Bard0lf,PULSE,0.959,167.7,0.874,113.848,0.731,0.623,0.321,0.035,0.02,85.0,https://www.vlr.gg/player/12673/bard0lf?timespan=90d,0.952,0.932
E13,Chivas Esports,0.853,167.174,0.802,116.558,0.716,0.568,0.367,0.058,0.063,210.0,https://www.vlr.gg/player/48551/e13?timespan=90d,0.85,0.85
TWEEZY,wombat123,0.754,130.144,0.666,85.555,0.665,0.473,0.288,0.044,0.057,142.0,https://www.vlr.gg/player/50287/tweezy?timespan=90d,0.85,0.85
Dheny,wombat123,0.982,207.675,0.92,131.29,0.738,0.69,0.338,0.033,0.08,142.0,https://www.vlr.gg/player/46517/dheny?timespan=90d,0.85,0.85
narky poo,wombat123,1.138,229.906,1.1,149.762,0.741,0.831,0.165,0.139,0.166,142.0,https://www.vlr.gg/player/50288/narky-poo?timespan=90d,0.85,0.85
DaGG3r,Lost Puppies,1.115,197.225,1.18,135.715,0.756,0.703,0.355,0.062,0.072,264.0,https://www.vlr.gg/player/29553/dagg3r?timespan=90d,0.85,0.85
Unfair,FOKUS,0.93,182.0,0.97,123.6,0.62,0.67,0.12,0.12,0.14,42.0,https://www.vlr.gg/player/23237/unfair?timespan=90d,0.955,0.874
Kuba,FOKUS,1.066,204.905,1.111,139.114,0.716,0.74,0.334,0.071,0.071,42.0,https://www.vlr.gg/player/2052/kuba?timespan=90d,0.965,0.908
Bon,Aspyre x Swarm,1.13,207.184,1.15,136.86,0.744,0.759,0.357,0.055,0.041,737.0,https://www.vlr.gg/player/24587/bon?timespan=90d,0.85,0.85
Patrui,S2G Esports,0.96,176.2,1.0,122.0,0.71,0.64,0.14,0.08,0.06,96.0,https://www.vlr.gg/player/11531/patrui?timespan=90d,0.952,0.925
restro,Purpose Gaming,1.042,228.185,1.108,145.257,0.682,0.807,0.136,0.138,0.124,138.0,https://www.vlr.gg/player/33693/restro?timespan=90d,0.85,0.85
AcZy,Exsto Gaming,1.158,243.075,1.31,156.342,0.753,0.925,0.208,0.189,0.075,53.0,https://www.vlr.gg/player/44723/aczy?timespan=90d,0.955,0.76
apu,Retiraos,1.018,240.406,1.12,160.654,0.702,0.819,0.248,0.153,0.14,101.0,https://www.vlr.gg/player/50450/apu?timespan=90d,0.85,0.85
Shion7,Dragon Ranger Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/41774/shion7?timespan=90d,1.0,1.0
Kazera,RIOS REXON,0.415,119.758,0.376,83.124,0.572,0.365,0.305,0.123,0.213,33.0,https://www.vlr.gg/player/7518/kazera?timespan=90d,0.85,0.85
chewieyy,SKIPIDI,0.977,200.919,1.041,132.822,0.707,0.698,0.231,0.124,0.105,136.0,https://www.vlr.gg/player/48263/chewieyy?timespan=90d,0.85,0.85
Letha,SKIPIDI,0.971,205.618,1.027,135.6,0.656,0.735,0.17,0.096,0.103,136.0,https://www.vlr.gg/player/48265/letha?timespan=90d,0.85,0.85
vinizin,Agropesca Jacare,0.841,196.095,0.875,138.2,0.679,0.688,0.169,0.129,0.137,126.0,https://www.vlr.gg/player/25629/vinizin?timespan=90d,0.943,0.9
MARCTYLINHO,DVM Esport,1.16,185.0,1.16,120.0,0.72,0.67,0.39,0.05,0.04,98.0,https://www.vlr.gg/player/3579/marctylinho?timespan=90d,0.965,0.918
YuRelly,esports team αD,0.733,153.456,0.695,97.019,0.662,0.526,0.282,0.055,0.105,158.0,https://www.vlr.gg/player/12930/yurelly?timespan=90d,0.97,0.893
bao,Trust In Plug,1.062,207.755,1.108,134.161,0.735,0.743,0.315,0.078,0.075,1133.0,https://www.vlr.gg/player/41877/bao?timespan=90d,0.905,0.936
sHOW,BITEKI,0.927,183.78,0.87,123.051,0.635,0.634,0.221,0.027,0.048,41.0,https://www.vlr.gg/player/36714/show?timespan=90d,0.955,0.76
KUNDIKUNDI,MOUZ,0.842,175.765,0.834,105.041,0.683,0.572,0.377,0.058,0.137,66.0,https://www.vlr.gg/player/1363/kundikundi?timespan=90d,0.966,0.889
Slandy,mesos millionaires,1.093,227.815,1.087,147.13,0.763,0.731,0.373,0.06,0.1,81.0,https://www.vlr.gg/player/14722/slandy?timespan=90d,0.329,1.0
iNaz,DRAGONS,0.865,149.951,1.004,100.551,0.59,0.575,0.179,0.067,0.084,61.0,https://www.vlr.gg/player/44546/inaz?timespan=90d,0.85,0.85
NemuiZzZz,Dreams To Legends,0.829,156.488,0.754,102.919,0.602,0.558,0.345,0.095,0.12,43.0,https://www.vlr.gg/player/48961/nemuizzzz?timespan=90d,0.85,0.85
Flowy,Al-Qadsiah Esports,0.984,193.438,0.933,127.618,0.724,0.648,0.505,0.064,0.072,213.0,https://www.vlr.gg/player/36069/flowy?timespan=90d,0.85,0.85
Forcee,OXEN,0.99,153.583,0.983,103.822,0.788,0.543,0.48,0.036,0.026,108.0,https://www.vlr.gg/player/15547/forcee?timespan=90d,0.85,0.85
jEEE,ZOL Esports,0.966,179.505,0.96,116.609,0.781,0.638,0.397,0.052,0.056,360.0,https://www.vlr.gg/player/21677/jeee?timespan=90d,0.85,0.85
Ketzai,Unicorn Cyber Da Nang,0.808,180.6,0.817,116.951,0.641,0.608,0.243,0.1,0.142,672.0,https://www.vlr.gg/player/49584/ketzai?timespan=90d,0.85,0.85
QuinT,Unicorn Cyber Da Nang,0.98,169.645,0.898,117.429,0.703,0.607,0.397,0.044,0.059,707.0,https://www.vlr.gg/player/49565/quint?timespan=90d,0.85,0.85
X1nh,Unicorn Cyber Da Nang,0.935,215.004,0.946,139.393,0.665,0.75,0.225,0.16,0.157,707.0,https://www.vlr.gg/player/49566/x1nh?timespan=90d,0.85,0.85
prettyMy,Unicorn Cyber Da Nang,0.842,175.714,0.671,116.966,0.659,0.575,0.401,0.0,0.089,35.0,https://www.vlr.gg/player/49567/prettymy?timespan=90d,0.85,0.85
KeA,Unicorn Cyber Da Nang,1.073,200.725,1.049,131.197,0.726,0.719,0.324,0.057,0.045,707.0,https://www.vlr.gg/player/8165/kea?timespan=90d,0.85,0.85
Creamm,Unicorn Cyber Da Nang,0.969,222.076,0.979,145.473,0.653,0.746,0.195,0.123,0.13,707.0,https://www.vlr.gg/player/49564/creamm?timespan=90d,0.85,0.85
Sunshine,TYLOO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/14453/sunshine?timespan=90d,0.85,0.85
AC,Chosen Clique Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/14445/ac?timespan=90d,0.85,0.85
nTK,Team Big BAAM,1.073,203.54,1.108,138.838,0.72,0.723,0.296,0.088,0.078,870.0,https://www.vlr.gg/player/1432/ntk?timespan=90d,0.85,0.85
P1nA,Team Big BAAM,1.086,198.321,1.081,130.218,0.734,0.691,0.435,0.081,0.076,765.0,https://www.vlr.gg/player/1431/p1na?timespan=90d,0.85,0.85
free1ng,DRX,1.062,186.889,0.999,127.53,0.758,0.648,0.242,0.072,0.089,416.0,https://www.vlr.gg/player/1916/freeing?timespan=90d,0.85,0.85
aco,ZETA DIVISION GC,0.814,158.147,0.706,103.839,0.687,0.54,0.413,0.049,0.076,283.0,https://www.vlr.gg/player/29316/aco?timespan=90d,0.85,0.85
XXiF,TSM,1.01,173.211,1.054,119.373,0.742,0.629,0.206,0.059,0.048,341.0,https://www.vlr.gg/player/1023/xxif?timespan=90d,0.85,0.85
Sand,The Ultimates,1.106,206.65,1.213,137.509,0.719,0.751,0.207,0.078,0.065,215.0,https://www.vlr.gg/player/6503/sand?timespan=90d,0.85,0.85
rezy,Al-Qadsiah Esports,0.645,124.583,0.599,82.996,0.663,0.419,0.317,0.053,0.07,172.0,https://www.vlr.gg/player/11914/rezy?timespan=90d,0.85,0.85
Psilence,NOBLES,0.863,214.29,0.929,133.807,0.618,0.734,0.131,0.197,0.209,165.0,https://www.vlr.gg/player/46250/sogeking?timespan=90d,0.85,0.85
Sinaway,Next Gen,1.168,216.083,1.208,144.279,0.738,0.785,0.333,0.103,0.088,482.0,https://www.vlr.gg/player/29821/sinaway?timespan=90d,0.85,0.85
BiggieCheese,Next Gen,1.022,194.911,0.942,131.436,0.736,0.664,0.435,0.08,0.081,482.0,https://www.vlr.gg/player/31255/bige?timespan=90d,0.85,0.85
Rudi,100 Thieves,1.573,284.804,1.926,183.379,0.82,1.019,0.392,0.18,0.145,56.0,https://www.vlr.gg/player/16045/rudi?timespan=90d,0.85,0.85
シガレット,APAY Academy,1.098,218.128,1.121,146.76,0.597,0.725,0.342,0.064,0.06,47.0,https://www.vlr.gg/player/49541/?timespan=90d,0.85,0.85
Yatoo,APAY eSports,0.909,177.019,0.848,118.542,0.705,0.603,0.299,0.046,0.028,227.0,https://www.vlr.gg/player/21826/yatoo?timespan=90d,0.85,0.85
ACHRF,Onyx Ravens,0.966,186.963,0.892,129.712,0.664,0.631,0.336,0.06,0.059,122.0,https://www.vlr.gg/player/12333/achrf?timespan=90d,0.85,0.85
JinNy,Ambitious Legend Gaming GC,0.788,139.875,0.636,89.504,0.548,0.476,0.365,0.04,0.044,71.0,https://www.vlr.gg/player/1909/jinny?timespan=90d,0.85,0.85
Muffyn,Ambitious Legend Gaming GC,0.723,192.901,0.803,117.593,0.575,0.691,0.07,0.168,0.225,71.0,https://www.vlr.gg/player/13232/muffyn?timespan=90d,0.85,0.85
ZiXuan,Rare Atom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/4763/zixuan?timespan=90d,0.85,0.85
Qlove,Blue Eyes White Dragon,0.835,158.838,0.897,109.007,0.691,0.568,0.151,0.042,0.097,74.0,https://www.vlr.gg/player/48694/finestqueue?timespan=90d,0.85,0.85
Pr1ck,Blue Eyes White Dragon,0.931,190.384,0.915,123.187,0.685,0.664,0.314,0.101,0.139,982.0,https://www.vlr.gg/player/48695/pricckk?timespan=90d,0.85,0.85
eva,GIANTX GC,0.979,166.384,1.069,109.264,0.697,0.602,0.208,0.026,0.044,112.0,https://www.vlr.gg/player/19371/eva?timespan=90d,0.85,0.85
marin,REVE RISE MAX,1.105,212.381,1.189,144.988,0.72,0.758,0.208,0.087,0.103,473.0,https://www.vlr.gg/player/1027/marin?timespan=90d,0.85,0.85
RIPablo,IGZIST,0.869,152.602,0.814,97.216,0.731,0.554,0.405,0.059,0.057,389.0,https://www.vlr.gg/player/1973/ripablo?timespan=90d,0.85,0.85
Jovi,TALON,1.041,186.64,1.02,124.188,0.717,0.656,0.322,0.064,0.098,240.0,https://www.vlr.gg/player/6570/jovi?timespan=90d,0.85,0.85
romily,KRÜ BLAZE,1.054,195.16,1.159,130.288,0.723,0.716,0.233,0.056,0.047,223.0,https://www.vlr.gg/player/18982/romily?timespan=90d,0.85,0.85
theia,FlyQuest RED,0.819,165.997,0.815,109.666,0.637,0.578,0.333,0.072,0.085,279.0,https://www.vlr.gg/player/17/theia?timespan=90d,0.85,0.85
evv,YFP X,1.038,205.22,1.132,135.197,0.744,0.721,0.293,0.077,0.071,941.0,https://www.vlr.gg/player/33694/evv?timespan=90d,0.85,0.85
Cinjvv,IHC Esports,1.028,210.73,1.067,143.272,0.668,0.747,0.222,0.081,0.081,534.0,https://www.vlr.gg/player/40890/chinjvv?timespan=90d,0.85,0.85
KADIRI,Next Gen,1.164,209.316,1.186,141.495,0.749,0.767,0.262,0.084,0.072,482.0,https://www.vlr.gg/player/43125/kadiri?timespan=90d,0.85,0.85
ValdyN,Alter Ego,1.018,201.238,1.025,131.726,0.724,0.705,0.406,0.072,0.074,578.0,https://www.vlr.gg/player/7807/valdyn?timespan=90d,0.85,0.85
ray4c,Alter Ego,0.858,204.75,0.861,130.006,0.68,0.675,0.297,0.174,0.191,575.0,https://www.vlr.gg/player/11666/ray4c?timespan=90d,0.85,0.85
Asteriskk,Alter Ego,0.78,142.0,0.71,93.9,0.7,0.5,0.5,0.0,0.2,20.0,https://www.vlr.gg/player/1742/asteriskk?timespan=90d,0.85,0.85
Akira,Royal Legion,0.653,178.233,0.709,122.7,0.619,0.583,0.247,0.187,0.218,60.0,https://www.vlr.gg/player/42323/akira?timespan=90d,0.85,0.85
laser,NXT,0.963,210.615,0.933,135.511,0.636,0.733,0.17,0.16,0.171,227.0,https://www.vlr.gg/player/23421/lsr?timespan=90d,0.85,0.85
DeadInk,Fenerbahçe Esports,0.914,201.575,0.891,129.84,0.662,0.717,0.104,0.126,0.136,80.0,https://www.vlr.gg/player/5564/deadink?timespan=90d,0.85,0.85
Cangshu,Dragon Ranger Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/46527/cangshu?timespan=90d,0.85,0.85
Supp,FAWZ Purple,0.77,187.809,0.78,130.029,0.661,0.635,0.251,0.128,0.154,124.0,https://www.vlr.gg/player/44356/supp?timespan=90d,0.85,0.85
Ancient,FAWZ Purple,1.159,213.332,1.149,134.645,0.705,0.78,0.361,0.066,0.049,124.0,https://www.vlr.gg/player/47488/ancient?timespan=90d,0.85,0.85
eyan,ROSE,0.864,172.188,0.889,116.322,0.689,0.636,0.336,0.043,0.055,303.0,https://www.vlr.gg/player/28316/eyan?timespan=90d,0.85,0.85
chapix,Lilmix,1.279,262.194,1.32,168.814,0.701,0.905,0.353,0.168,0.14,137.0,https://www.vlr.gg/player/47926/chapix?timespan=90d,0.85,0.85
speedy,Lilmix,0.737,158.2,0.811,116.273,0.558,0.579,0.089,0.045,0.155,45.0,https://www.vlr.gg/player/16421/speedy?timespan=90d,0.85,0.85
W1LL,EXO Clan,0.925,177.3,0.944,109.321,0.722,0.595,0.261,0.073,0.056,245.0,https://www.vlr.gg/player/24426/w1ll?timespan=90d,0.85,0.85
mezoky,EXO Clan,1.054,196.722,1.135,128.551,0.737,0.682,0.313,0.093,0.077,245.0,https://www.vlr.gg/player/9943/mezoky?timespan=90d,0.85,0.85
sakura,NIX VISION,1.065,218.297,1.065,139.487,0.741,0.768,0.387,0.073,0.102,341.0,https://www.vlr.gg/player/25279/sakura?timespan=90d,0.85,0.85
Septem7,All Gamers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/3031/septem7?timespan=90d,0.85,0.85
UR,REIGNITE Lily,0.91,176.236,0.834,118.959,0.666,0.601,0.337,0.079,0.096,175.0,https://www.vlr.gg/player/39902/ur?timespan=90d,0.85,0.85
krejz,Barça eSports,1.126,245.686,1.206,159.094,0.702,0.866,0.137,0.177,0.217,217.0,https://www.vlr.gg/player/41220/krejzzs?timespan=90d,0.85,0.85
Spitfires,All Gamers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/4881/spitfires?timespan=90d,0.85,0.85
X3B,All Gamers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/37019/x3b?timespan=90d,0.85,0.85
jas0n,UC Irvine,1.063,209.552,1.068,138.492,0.709,0.733,0.314,0.104,0.109,1621.0,https://www.vlr.gg/player/26565/jas0n?timespan=90d,0.85,0.85
tonix,Aves e colegas,0.85,157.4,0.83,111.0,0.66,0.58,0.14,0.06,0.07,99.0,https://www.vlr.gg/player/45658/tonix?timespan=90d,0.85,0.85
SoTired,F4TALITY,0.72,197.0,0.75,124.5,0.68,0.68,0.25,0.23,0.19,77.0,https://www.vlr.gg/player/41855/sotired?timespan=90d,0.85,0.85
Borgesz,creche do m4dara,0.822,138.722,0.757,94.989,0.709,0.518,0.251,0.022,0.07,99.0,https://www.vlr.gg/player/43538/borgesz?timespan=90d,0.85,0.85
astroboy,F4TALITY,0.796,178.677,0.705,121.203,0.689,0.596,0.32,0.105,0.069,116.0,https://www.vlr.gg/player/25691/astroboy?timespan=90d,0.85,0.85
deigara,Aura,1.074,179.814,1.096,120.161,0.746,0.642,0.358,0.068,0.068,59.0,https://www.vlr.gg/player/11046/deigara?timespan=90d,0.85,0.85
Wave,Erinite Esports,0.96,186.392,0.92,126.931,0.698,0.64,0.375,0.073,0.108,359.0,https://www.vlr.gg/player/27991/wave?timespan=90d,0.85,0.85
Xander,Event Horizon,0.782,143.518,0.763,97.882,0.691,0.523,0.318,0.09,0.09,98.0,https://www.vlr.gg/player/39535/xander?timespan=90d,0.85,0.85
Yukine,Event Horizon,1.077,184.67,1.03,126.422,0.76,0.635,0.338,0.031,0.022,595.0,https://www.vlr.gg/player/18728/yukine?timespan=90d,0.85,0.85
Jar,DAC Gold,0.963,192.611,1.043,130.487,0.688,0.7,0.164,0.105,0.101,249.0,https://www.vlr.gg/player/41966/jar?timespan=90d,0.85,0.85
ALEKSANDAR,QoR,1.018,191.887,1.097,128.84,0.739,0.719,0.157,0.081,0.08,652.0,https://www.vlr.gg/player/1120/aleksandar?timespan=90d,0.85,0.85
Hada,Bon Bon Bum Contra,1.001,231.44,1.056,151.187,0.686,0.801,0.193,0.167,0.154,318.0,https://www.vlr.gg/player/48012/hada?timespan=90d,0.85,0.85
litshii,Permitta Unicorns,0.995,186.142,0.954,119.441,0.734,0.643,0.389,0.065,0.059,587.0,https://www.vlr.gg/player/3649/litshii?timespan=90d,0.85,0.85
harambe,Ramboot Club,1.106,210.24,1.143,143.527,0.7,0.764,0.216,0.098,0.064,283.0,https://www.vlr.gg/player/24428/harambe?timespan=90d,0.85,0.85
sonofcar,Lemonade Stand,1.129,254.187,1.208,162.847,0.73,0.869,0.238,0.216,0.175,1907.0,https://www.vlr.gg/player/29074/sonofcar?timespan=90d,0.85,0.85
GLYPH,Ambrosia,1.11,213.205,1.123,143.018,0.745,0.731,0.37,0.075,0.07,1415.0,https://www.vlr.gg/player/8286/glyph?timespan=90d,0.85,0.85
Fresht,FUSION,0.68,182.8,0.75,116.8,0.65,0.62,0.22,0.15,0.23,142.0,https://www.vlr.gg/player/593/fresht?timespan=90d,0.85,0.85
RAINMAKER,FUSION,0.772,148.622,0.621,109.054,0.622,0.456,0.305,0.042,0.108,111.0,https://www.vlr.gg/player/1323/rainmaker?timespan=90d,0.85,0.85
Yusin,Ambitious Legend Gaming GC,0.82,186.8,0.7,123.8,0.7,0.62,0.41,0.1,0.08,71.0,https://www.vlr.gg/player/25415/yusin?timespan=90d,0.85,0.85
Laiyin,Ambitious Legend Gaming GC,0.692,159.831,0.651,108.744,0.62,0.539,0.166,0.084,0.124,71.0,https://www.vlr.gg/player/48160/laiyin?timespan=90d,0.85,0.85
1hp,Ambitious Legend Gaming GC,0.295,86.294,0.284,63.759,0.496,0.264,0.267,0.028,0.119,34.0,https://www.vlr.gg/player/48161/1hp?timespan=90d,0.85,0.85
ico,TeamOrangeGaming,0.895,197.433,0.883,129.857,0.668,0.675,0.296,0.146,0.109,374.0,https://www.vlr.gg/player/45490/ico?timespan=90d,0.85,0.85
SPMAK,TeamOrangeGaming,0.947,175.94,0.89,114.573,0.672,0.575,0.388,0.096,0.108,374.0,https://www.vlr.gg/player/22180/spmak?timespan=90d,0.85,0.85
samed,TeamOrangeGaming,1.039,232.068,1.109,155.197,0.687,0.847,0.135,0.162,0.144,118.0,https://www.vlr.gg/player/35513/samed?timespan=90d,0.85,0.85
Shazeon,TeamOrangeGaming,1.042,214.69,1.063,141.157,0.726,0.745,0.385,0.099,0.111,301.0,https://www.vlr.gg/player/4969/shazeon?timespan=90d,0.85,0.85
xanarchy,TeamOrangeGaming,1.02,181.056,1.073,115.528,0.749,0.653,0.322,0.045,0.05,301.0,https://www.vlr.gg/player/7865/xanarchy?timespan=90d,0.85,0.85
thooOOM,TeamOrangeGaming,1.103,189.355,1.178,120.796,0.75,0.703,0.347,0.034,0.054,107.0,https://www.vlr.gg/player/13380/thoooom?timespan=90d,0.85,0.85
Coldan,Team Coldan,0.72,116.3,0.54,78.6,0.69,0.35,0.6,0.03,0.06,78.0,https://www.vlr.gg/player/50041/coldan?timespan=90d,0.85,0.85
toffywoffy,Watermelon,0.789,143.949,0.639,102.758,0.716,0.461,0.397,0.05,0.067,78.0,https://www.vlr.gg/player/18086/toffywoffy?timespan=90d,0.85,0.85
kimmy,Team Coldan,1.209,240.413,1.268,154.066,0.751,0.866,0.378,0.108,0.114,132.0,https://www.vlr.gg/player/7530/kimmy?timespan=90d,0.85,0.85
Roz,SYS ReigN Esports,1.119,217.571,1.192,134.637,0.706,0.756,0.219,0.092,0.063,78.0,https://www.vlr.gg/player/28040/roz?timespan=90d,0.85,0.85
Rotibak4r,Team Rotib4kar,0.5,144.0,0.56,98.5,0.6,0.45,0.35,0.1,0.1,20.0,https://www.vlr.gg/player/50037/rotibak4r?timespan=90d,0.85,0.85
altG,Team Rotib4kar,0.922,215.255,0.988,135.265,0.665,0.725,0.213,0.053,0.134,98.0,https://www.vlr.gg/player/44584/altg?timespan=90d,0.85,0.85
WarreN,Eclipse Nexus,0.86,204.297,0.773,137.784,0.648,0.658,0.179,0.034,0.075,97.0,https://www.vlr.gg/player/48393/warren?timespan=90d,0.85,0.85
DESTRUCT1VEE,Galakticos,1.011,201.237,0.962,130.969,0.696,0.68,0.337,0.082,0.122,312.0,https://www.vlr.gg/player/6559/destruct1vee?timespan=90d,0.85,0.85
sterben,Galakticos,0.965,193.9,0.899,126.784,0.721,0.663,0.381,0.098,0.076,312.0,https://www.vlr.gg/player/1399/sterben?timespan=90d,0.85,0.85
MOJJ,Galakticos,0.866,176.944,0.9,116.451,0.623,0.636,0.142,0.082,0.078,312.0,https://www.vlr.gg/player/3604/mojj?timespan=90d,0.85,0.85
qw1,Galakticos,1.169,236.058,1.269,150.713,0.693,0.871,0.138,0.168,0.154,312.0,https://www.vlr.gg/player/10125/qw1?timespan=90d,0.85,0.85
glovee,Galakticos,0.868,164.171,0.783,108.06,0.709,0.543,0.4,0.05,0.085,312.0,https://www.vlr.gg/player/7353/glovee?timespan=90d,0.85,0.85
fate,Aspyre x Swarm,1.009,205.813,0.962,135.042,0.747,0.708,0.467,0.092,0.083,725.0,https://www.vlr.gg/player/21587/fate?timespan=90d,0.85,0.85
demon,MBU Spartans,1.146,251.171,1.178,163.865,0.721,0.867,0.259,0.205,0.166,552.0,https://www.vlr.gg/player/18850/demon?timespan=90d,0.85,0.85
laddermoves,Aspyre x Swarm,1.012,189.694,1.067,126.695,0.725,0.678,0.214,0.087,0.082,552.0,https://www.vlr.gg/player/21591/laddermoves?timespan=90d,0.85,0.85
Aeric,Aspyre x Swarm,1.162,221.557,1.221,143.311,0.748,0.772,0.304,0.117,0.095,470.0,https://www.vlr.gg/player/6576/aeric?timespan=90d,0.85,0.85
feveTz,PETZ,1.194,212.675,1.216,142.25,0.739,0.761,0.401,0.028,0.038,80.0,https://www.vlr.gg/player/14948/fevetz?timespan=90d,0.85,0.85
