Player,Team,Rating,ACS,KD,ADR,KAST,KPR,APR,FKPR,FDPR,Total_Rounds_Played,url,tier_m,region_m,opponents
Freakz,BIGG Siren,1.514,316.429,1.505,205.034,0.826,1.055,0.375,0.119,0.087,35.0,https://www.vlr.gg/player/10802/freakz?timespan=90d,0.92,0.825,"['Team xclvsssyx', 'Team Cece', 'Eclipse Nexus', 'Unrated Enjoyers', 'Bad Aim Gaming', 'Le Crapaud', 'Hero Zero ANUBIS', 'Alter Ego', 'Dewa Makmur', 'Veteran Esport', 'ForteZ Regulus', 'GAS Esports', 'Dewa United Esports', 'Cereal Killers', 'Dewa United Esports', 'Ethereal', 'NOMADEN Blu', 'EAID MISFITS', 'NWJ', 'VVV', 'CUEK', 'Kingpins', 'ONIC G']"
FengF,Trace Esports,0.584,208.428,0.946,106.707,0.596,0.707,0.168,0.134,0.197,348.0,https://www.vlr.gg/player/4770/fengf?timespan=90d,0.997,0.971,"['T1', 'G2 Esports', 'EDward Gaming', 'Bilibili Gaming', 'EDward Gaming', 'Dragon Ranger Gaming', 'EDward Gaming', 'All Gamers', 'Nova Esports', 'TYLOO', 'Paper Rex', 'DRX', 'DetonatioN FocusMe', 'Gen.G', 'Bilibili Gaming', 'Team FWA', 'Rex Regum Qeon', 'T1', 'Gen.G', 'DRX', 'EDward Gaming', 'LEVIATÁN', 'Team Vitality', 'FunPlus Phoenix', 'EDward Gaming', 'FunPlus Phoenix', 'All Gamers', 'Titan Esports Club', 'All Gamers', 'JDG Esports', 'TYLOO', 'FunPlus Phoenix', 'Dragon Ranger Gaming', 'FunPlus Phoenix', 'All Gamers', 'EDward Gaming', 'Dragon Ranger Gaming', 'Wolves Esports', 'Bilibili Gaming', 'Nova Esports', 'EDward Gaming', 'Bilibili Gaming', 'Titan Esports Club', 'Nova Esports', 'FunPlus Phoenix', 'TYLOO', 'FunPlus Phoenix', 'Titan Esports Club', 'Rare Atom', 'FunPlus Phoenix', 'EDward Gaming', 'EDward Gaming', 'Attacking Soul Esports', 'Bilibili Gaming', 'Royal Never Give Up', 'Bilibili Gaming', 'Rare Atom', 'Bilibili Gaming', 'TYLOO', 'EDward Gaming', 'Night Wings Gaming', 'Nova Esports', 'Night Wings Gaming', 'Dragon Ranger Gaming', 'Change The Game', 'Rare Atom', 'All Gamers', 'FunPlus Phoenix', 'Bilibili Gaming', 'Attacking Soul Esports', 'Four Angry Men', 'Douyu Gaming', 'Shenzhen NTER', 'Weibo Gaming', 'Attacking Soul Esports', 'Rare Atom', 'Gank Gaming', 'Attacking Soul Esports', 'FunPlus Phoenix', 'Dragon Ranger Gaming', 'Bilibili Gaming', 'Shenzhen NTER', 'TYLOO', 'EDward Gaming', 'Monarch Effect', 'KONE eSports Club', 'Monarch Effect', 'Number One Player', 'DD Team', 'Attacking Soul Esports', 'Shenzhen NTER', 'Number One Player', 'Rare Atom', 'TJD Esports Club', 'Tales of Eastern', 'KONE eSports Club', 'TYLOO', 'FunPlus Phoenix ZHUQUE', 'EDward Gaming', 'Night Wings Gaming', 'Tales of Eastern', 'KONE eSports Club', 'Night Wings Gaming', 'Shenzhen NTER', 'Monarch Effect', 'EDward Gaming', 'KONE eSports Club', 'FunPlus Phoenix ZHUQUE', 'Tales of Eastern', 'FunPlus Phoenix ZHUQUE', 'Shenzhen NTER', 'Number One Player', 'ShanXi Gaming', 'KONE eSports Club', 'Tales of Eastern', 'EDward Gaming', 'EDward Gaming', 'KONE eSports Club', 'FunPlus Phoenix ZHUQUE', 'Qing Jiu Club', 'Tales of Eastern', 'O2 Gaming', 'Shenzhen NTER', 'Night Wings Gaming', 'Underdog', 'KONE eSports Club', 'Invictus Gaming', 'Shenzhen NTER', 'Invincible Gaming', 'Suning Gaming', 'Number One Player', 'EDward Gaming', 'Suning Gaming', 'LIZHI', 'Invincible Gaming', 'ex-O2 Gaming', 'All Gamers', 'Suning Gaming', 'ShanXi Gaming', 'CBT Gaming', 'Totoro Gaming', 'Suning Gaming', 'CBT Gaming', 'Suning Gaming', 'Shenzhen NTER', 'All Gamers', 'ex-O2 Gaming', 'LIZHI', 'BearClaw Gaming', 'CBT Gaming']"
POPPIN,Mix Wawitas,0.716,174.653,0.729,113.312,0.575,0.626,0.167,0.051,0.067,59.0,https://www.vlr.gg/player/50454/poppin?timespan=90d,0.65,0.65,['bloodS']
v1c,Cloud9,1.011,185.169,0.965,121.77,0.738,0.635,0.456,0.057,0.074,325.0,https://www.vlr.gg/player/17433/v1c?timespan=90d,0.887,0.926,"['MIBR', 'G2 Esports', 'NRG Esports', 'G2 Gozen', 'MIBR GC', 'MIBR GC', 'G2 Gozen', 'FlyQuest RED x LEVIATÁN', 'T1', 'G2 Esports', 'Team Heretics', 'FNATIC', 'NRG Esports', 'Evil Geniuses', 'Sentinels', 'Sentinels', 'Moist x Shopify', 'Green Goblin', 'Cuddle Gang', ""add3r's kittens"", 'Funhavers', 'LoungeLizardWW', 'Motion Men', 'Burger Boyz 2.0', 'Nightblood Gaming', 'TSM', 'M80', 'Blinn', 'FLUFFY AIMERS', 'M80', 'TSM', 'SaD Esports', 'Winthrop University', 'Turtle Troop', 'Dough Bros', 'Oxygen Esports', 'FLUFFY AIMERS', 'YFP', 'Together We Are Terrific', 'Thinking Men', 'QoR', 'Oxygen Esports', 'SaD Esports', 'BTR Fanclub', 'special grade', 'SaD Purple', 'BTR Fanclub', 'the basement', 'Burgerville', 'Oxygen Esports', 'Oxygen Esports', 'Cloud9', 'SaD Esports', 'Dough Bros', 'Rezahblicky', 'Oxygen Esports', 'SaD Esports', 'mixup', 'Dough Bros', 'Oxygen Esports', 'Torch', 'Oxygen Esports', 'G2 Esports', 'Sentinels', 'Team Drone', 'Sentinels', 'Young Nutters Club', 'Turtle Troop', ""Derrek's Dawgs"", 'Dreams To Legends', 'Cloud9', 'Cloud9', 'Turtle Troop', 'YFP', 'Feel the Wood', 'BAD SAD AND MAD', 'Mugi', 'Big Hot Men', 'QoR', 'ROSE', 'Argon Black', ""Let's Be Great"", 'YFP', 'Zero MarksMen Black', 'Feel the Wood', 'QoR', 'BTR Fanclub', 'Version1', 'Argon Black', 'Guppies', 'Mochi Fanclub', 'QoR', 'Ambrosia', 'Joker', '50 Percent', 'Let Us Cook', 'Feel the Wood', 'QoR', 'Team Fish Taco', 'ROSE', ""Life's a Game"", 'Team Vanguard', 'Moist x Troop', '#1VCTOPENSTATS', 'Torch', 'Ambrosia', 'Tenax', 'Georgia Tech Gold', 'BTR Fanclub', 'QoR', '99 Strength', ""Shy's Guys"", 'Egoists', 'Valkyrie', 'Druff Academy', 'Team Fish Taco', 'Final Form Entertainment', 'Fluid Gaming', 'Van Lyn ', 'G2 Esports', 'M80', 'Turtle Troop', 'Oxygen Esports', 'M80', 'Disguised', 'TSM', '99 Strength', 'Good Morrow', 'Ignite Beyond ', 'Ambrosia', 'DareDevils', 'Chicago Empyre', 'afterMath Esports', 'G2 Esports', 'Moist Moguls', 'FaZe Clan', 'Oxygen Esports', 'Turtle Troop', 'rubberduckies', 'Sovereigns', 'Skwirel Warriers', 'Team Revenge', 'Chicago Empyre', 'Entertainment District', 'Northeastern Black', 'TSM', 'Oxygen Esports', 'Nearest Airport', 'The Silk Road', 'Goofy Goobers']"
alym,Nightblood Gaming,1.189,260.909,1.284,162.111,0.742,0.907,0.206,0.217,0.138,693.0,https://www.vlr.gg/player/48025/alym?timespan=90d,0.827,0.873,"['Shopify Rebellion Black', 'M80', 'Winthrop University', 'Shopify Rebellion Gold', 'YFP', 'Landor', 'Berzerkers', 'my team sucks', 'Nerf Neon PLZ', 'KESSLOVERS', 'Abdes Daycare', 'Rock Bottom', 'Aspyre x Swarm', 'CHURCH OF CHAEWON KIM', 'YFP', 'RANKERS', 'Winthrop University', 'SaD Esports', 'QoR', 'RANKERS', 'QoR', 'Cubert Academy', 'Lemonade Stand', 'Prestige Esports', 'dans minions', 'T2', 'FLUFFY AIMERS', 'Gekko', 'Centrix Esports', 'SaD Esports', 'Elation Esports', 'Nightblood Gaming', 'UCSD Gold', 'red', 'Funhavers', 'Kitten Shelter ', 'Shopify Rebellion Gold', 'Kitten Shelter ']"
oranges,Teddy Tactics,0.92,192.368,0.921,126.516,0.678,0.682,0.262,0.099,0.103,511.0,https://www.vlr.gg/player/37920/oranges?timespan=90d,0.515,0.99,"['FlyQuest RED', 'Catnappers', ':3', 'Hyper Reserve GC', 'Fisher Fumblers', 'Catnappers', 'Solestia Light', 'Tempers', 'ROSE', '1337', 'Costco Guys', '1337', 'Straight Garbage', 'HyperSpeed Red', 'adversity', 'Erinite GC', 'The Kitty Kats', 'Lil Pups', 'Blahaj Gang', 'meowtastic', 'YDZ Black', ""Sher's Daycare"", 'Nightshade WH', 'mesos millionaires', 'Shopify Rebellion Gold', 'oomfies', 'SaD Frost', 'Day by Day', 'HyperSpeed Red', 'Refrag', 'FlyQuest RED', 'Army National Guard', 'oomfies', 'mesos millionaires', 'Bumble Bees', 'VO Blossoms', 'Divine', 'mesos millionaires', 'Bumble Bees', 'MTN DEW ', 'Ambrosia', 'oomfies', 'Prospects Amethyst', 'RITUAL RËAL', 'Lucky7', 'Abyss Staff GC', 'FlyQuest RED', 'Passion Project', 'mesos millionaires', 'Vulcan Rising GC', 'Take Back Control', 'Synergy', 'mesos millionaires', 'Cafe Coke', 'RyZe Eclipsa GC', 'Luminescent GC', 'YFP X', 'Prospects Amethyst', '42C Crayola Pack', 'fish with no eye', 'Kinetic', 'Psycho Cats', 'U4RIA Azalea', 'Event Horizon GC', 'Van Lyn Frost', '42C Crayola Pack', 'Catnappers', 'minions united', 'Mad Science', 'Serendipity', 'Loafing Cats', 'YFP X', 'UltraLight Team 3', 'Rizzard of Oz', 'Passion Project', 'Waffle House', 'Event Horizon GC', 'The Boys', 'Event Horizon GC', 'uppies plz', 'Supernova Galaxy', 'Waffle House', 'Never Woulda Thought', 'Reverse 7', 'Baking Bread', 'SANRIO', 'Lasagna Gaming', 'Mercury Pink', 'Berzerkers Night', 'FlyQuest RED', 'Kitten Gaming<3', 'YFP X', 'Kitten Gaming<3', 'GOSU', 'VizUprising Invicta', 'girlbosses', 'Cheese Pizza', ""Zeke's Dog Pound GC"", 'Figure8', 'SOMETHING2PROVE', 'Brimmy Fan Club', 'noot noot', 'Seraphic Light', 'Brimmy Fan Club', 'Girls', 'Team Horizon', 'Overkill Black', 'Akumu', 'QoR GC', 'Uplyft Esports', 'Team Karma']"
dox,Prestige Esports,0.867,166.796,0.836,106.382,0.718,0.597,0.397,0.088,0.085,558.0,https://www.vlr.gg/player/28078/dox?timespan=90d,0.75,0.863,"['special grade', 'Seulgi Fanclub', 'Abdes Daycare', 'Pigeons', 'Abdes Daycare', 'Ivy League Dropouts', 'Brimstone with a Fusion Bomb', 'Vulcan Rising', '5 Cows', 'Josh', 'Blueming', 'Team Digital', 'coffees kitten shelter', 'Nightblood Gaming', 'coffees kitten shelter', 'Hamster Henchmen', 'Divine', 'Team Mythic', 'White Leopard Gaming ', 'CSP Val Green', 'ROSE', 'Dexterity Gaming', 'Ambrosia', 'Dexterity Gaming', 'virginia', 'Dexterity Gaming', 'Gekko', 'Dexterity Gaming', 'Brimstone with a Fusion Bomb', 'Outlast', 'Siena Heights University', 'Erinite Esports', 'HyperSpeed Violet', 'MERC', 'Abandoned', 'Seulgi Fanclub', 'West Virginia University', 'Cumberland Rising', 'West Virginia University', 'Cumberland Phoenix', 'Gosu Academy Prodigies', 'Fractal Gaming', 'YDZ Esports', 'Moon Division', 'YDZ Esports', 'Orlando Hurricanes', 'Goth Girl Sanctuary', 'Windmill Isle', 'Misfits Black']"
Haeart,Soi Thai Esports,1.129,227.168,1.213,147.881,0.751,0.802,0.371,0.097,0.086,278.0,https://www.vlr.gg/player/26965/haeart?timespan=90d,0.92,0.8,"['nobody in Paris', 'Retirement Home', 'Rival Esports', 'Heaven Sent', 'DODGE ACELS', 'Looking for fwends', 'BAN LUCK WINNERS', 'Super Washed', 'Todak', 'IGNITE', '5 Budak Gemuk', 'Himothys', 'Todak', 'Bigetron Arctic', 'Unsigned5', 'ARF Academy', 'Teh AIS Ikat Tepi', 'PlayMasterZ', 'Unsigned5', 'Unrated Enjoyers', 'Teh AIS Ikat Tepi', 'NoChill', 'Teh AIS Ikat Tepi', 'Ninjas in Galaxy', 'LaZe', 'ELEVATE', 'Reve Drift Arena', 'NEXGA', 'Kizuna Esports', ""Please Don't Fire"", 'LVN Quintuplets', 'LaZe', 'ENDER DRAGON', 'Team Path', 'Levian', 'uhrbtgjmny12', 'Crow Esports']"
bento,來送幸福的,0.64,176.5,0.59,109.4,0.5,0.56,0.18,0.06,0.21,34.0,https://www.vlr.gg/player/50014/bento?timespan=90d,0.65,0.65,['VNU Esports']
999kvmil,Formulation Gaming,1.125,195.636,1.111,122.712,0.748,0.709,0.421,0.086,0.043,290.0,https://www.vlr.gg/player/6101/999kvmil?timespan=90d,0.92,0.849,"['Pixel Lumina', 'děti ulice', 'unsigned', 'HAVU Gaming', 'GoodFor3', 'Wintermint', 'Coalesce', 'Pixel Lumina', 'Szach Mat', 'NXT', 'Siko', 'Stormborn GG', 'NoTaG', 'REY Prolific', 'Bitfix Gaming', 'PPP', 'Impulse GW', 'PPP', 'PPP', 'FUZOS', 'GTZ Esports', 'SAW', 'Impulse GW', 'FTW Leça FC Esports', 'Hurricane Of Feathers', 'PPP', 'FUZOS', 'GTZ Esports', 'SAW', 'Impulse GW', 'FTW Leça FC Esports', 'Hurricane Of Feathers', 'DSYRE', 'HGE Esport', 'QLASH', 'Axolotl', 'VX300 Gaming', 'Zero Tenacity', 'Diamant Esports', 'ESC Gaming', 'Incognito', 'NOM Esports', ""Chipi Chapa's"", 'Acend', 'Szypko', 'caLLLamas', 'Spongebober bly', 'ownage', 'Szypko', 'Victoria Zbąszynek', 'DEMURY', 'NOM Esports', 'Acend', 'Enterprise Esports', 'Zero Tenacity', 'Rapid Ninjas', 'Diamant Esports', 'GoNext Esports', 'Anonymo Esports', 'TBD', 'NOM Esports', 'Acend', 'Enterprise Esports', 'Zero Tenacity', 'Rapid Ninjas', 'Diamant Esports', 'GoNext Esports', 'Anonymo Esports', 'TBD', 'Rapid Ninjas', 'Diamant Esports', 'Anonymo Esports', 'NOM Esports', 'Anorthosis Famagusta Esports', 'Acend', 'Enterprise Esports', 'Zero Tenacity', 'Cyber Wolves Esports', 'Rapid Ninjas', 'Diamant Esports', 'Anorthosis Famagusta Esports', 'Anonymo Esports', 'NOM Esports', 'Acend', 'Enterprise Esports', 'Zero Tenacity', 'Cyber Wolves Esports', 'Zero Tenacity', 'Diamant Esports', 'NOM Junior', '8Pancakes', 'Honvéd Esport', 'Enterprise Esports', 'Honvéd Esport', 'Incognito', 'Enterprise Esports', 'TENSTAR', 'Incognito', 'MAJTKOMAT', '8Pancakes', 'L4O', 'Zero Tenacity', 'NOM Junior', 'DSYRE Elevate', 'kokpiT', 'bara10es', 'Anorthosis Famagusta Esports', 'NOM Junior', 'Rapid Ninjas', 'Honvéd Esport', 'real madryt', 'kokpiT', 'Shaolin', 'Enterprise Esports', 'Anorthosis Famagusta Esports', 'Diamant Esports', 'Zero Tenacity', 'NOM Esports', 'Entropiq', 'TENSTAR', 'Enterprise Esports', 'Diamant Esports', 'Entropiq', 'Zero Tenacity', 'NOM Esports', 'TENSTAR', 'Anorthosis Famagusta Esports', 'Honvéd Esport', 'ownage', 'Podnik', 'iPon Esport', 'ownage', 'iPon Esport', 'Podnik', 'PAEBAT', 'Kum Gaming', 'CGN Esports', 'Dame Time', 'Sicario', 'Zerance', 'AWARIA', 'F9 Hetic', 'ownage', 'Into The Breach Protocol', 'cismix', 'Galatasaray Esports', 'ODCINKA V3', 'eeyyy', 'Anonymo Esports', 'ownage']"
Vazaga,HellGuardians Esports Violet,0.916,152.089,0.84,96.366,0.738,0.541,0.539,0.036,0.033,155.0,https://www.vlr.gg/player/44515/vazaga?timespan=90d,0.65,0.65,
Ruka,Team CombatBaby,0.666,163.92,0.669,109.588,0.601,0.559,0.22,0.18,0.16,50.0,https://www.vlr.gg/player/50060/ruka?timespan=90d,0.65,0.65,"['Team sol8erry', 'Team JoshF']"
nebb,Spate Esports,0.632,142.744,0.556,100.318,0.57,0.461,0.222,0.05,0.155,117.0,https://www.vlr.gg/player/46365/nebb?timespan=90d,0.88,0.9,"['fladajits', 'Cumberland Destiny', 'ROSE', 'Bingus Gaming', 'Berzerkers Moon', 'Harmony', 'Abdes Daycare', 'dans minions', 'Brimstone with a Fusion Bomb', 'Harrisburg University', 'UCCS Varsity', 'FLUNKED', 'Frosted Flakes', 'LazerrFreeks Mythic', 'OC Esports', 'Cumberland Phoenix', 'Brimstone with a Fusion Bomb', 'Shopify Rebellion Gold', 'Brimstone with a Fusion Bomb', 'Koufs Fun Club', 'Predator X Gaming', 'lost cause', 'Blue Otter', ""Emma's Bakas"", 'CB', ""Emma's Bakas"", 'ABG luvrs', 'yves saint laurent', 'Nearest Airport', 'Winthrop University']"
MiGodd,Blue Eyes White Dragon,0.941,213.092,0.938,139.782,0.671,0.725,0.255,0.152,0.18,599.0,https://www.vlr.gg/player/24879/migodd?timespan=90d,0.92,0.78,
LizA,Lunar,1.16,236.751,1.212,160.288,0.685,0.884,0.178,0.131,0.107,390.0,https://www.vlr.gg/player/24071/liza?timespan=90d,0.5,1.0,
Dttoツ,來送幸福的,0.674,183.235,0.634,113.997,0.561,0.618,0.207,0.0,0.116,34.0,https://www.vlr.gg/player/50015/dtto?timespan=90d,0.65,0.65,['VNU Esports']
Kring,TBK Esports,1.012,226.635,1.102,148.494,0.697,0.801,0.231,0.128,0.147,266.0,https://www.vlr.gg/player/32675/kring?timespan=90d,0.855,0.9,
guuih,Stellae Gaming,0.972,171.432,1.013,117.03,0.678,0.65,0.123,0.064,0.06,286.0,https://www.vlr.gg/player/6202/guuih?timespan=90d,0.886,0.903,"['Vila do Zana X', 'Los Grandes', 'PR0NETS', 'TBK Esports', 'THE 7', 'TotalePRO', 'Team Liquid Brazil', 'PEEK', 'Team Liquid Brazil', '2Game Esports', 'RED Canids', 'THE 7', 'TBK Esports', 'Orquestra Do Maestro', 'Hero Base', 'Orquestra Do Maestro', 'THE 7', '2Game Esports', 'SAGAZ', 'Orquestra Do Maestro', 'Hero Base', 'Legacy', 'RED Canids', 'Galorys', 'TBK Esports', 'Six Karma', 'RETA Esports', '19esports', 'E-Xolos LAZER', 'Six Karma', 'Mookah Rabbits', 'MIBR', 'Vex Dragons', 'MIXX', 'MIXX', 'TBK Esports', 'ODDIK', 'Cardume', 'MIXX', 'XIT', 'Peito Infinity', 'Smoke Troop', 'TropiCaos', 'Smoke Troop', 'Galorys', 'ODDIK', '00Nation', '00Nation', 'TropiCaos', 'Keyd Stars', 'TBK Esports', 'RED Canids', 'The Union', 'ODDIK', 'Keyd Stars', '00Nation', 'TBK Esports', 'RED Canids', 'The Union', 'TropiCaos', 'ODDIK', 'TropiCaos', 'Bounce', 'FAKEZIN23', 'VEXDragons', 'DELIRA', 'Gamelanders Purple', 'Laboratorio do Leozin', 'TotalePRO', 'RD E-SPORTS', 'Tropinha do TIKTOK 2.0', 'ATS Brave', 'The Union', 'puGG', 'Team Brave Soldiers', 'Stars Horizon', 'The Union', 'Team Liquid Brazil', 'TBK Esports GC', 'DELIRA', 'The Union', 'Stars Horizon Venus', 'Unemployed', 'DELIRA', 'DIRETORIA', 'Team Brave Soldiers', 'REiGN', 'DIRETORIA', 'Supremacyy', 'Team Brave Soldiers', 'REiGN', 'Supremacyy', 'puGG', 'Tropinha do TIKTOK 2.0', 'DELIRA', 'REiGN', 'Tuzzy E-Sports', 'Tropinha do TIKTOK 2.0', 'Team Brave Soldiers', 'Team Brave Soldiers', 'Supremacyy', 'Team Brave Soldiers', 'Supremacyy', 'OS GURI DA GERAL DO GREMIO', 'alguma coisa ai', 'DIRETORIA', 'Team Vikings', 'Tropinha do TIKTOK 2.0', 'puGG', 'TotalePRO', 'Tuzzy E-Sports', 'Tropa do Fundamental', 'Unemployed', 'Rise Gaming', 'F11', 'RD E-SPORTS', 'OS GURI DA GERAL DO GREMIO', 'Team Brave Soldiers', 'Bomb Crypto', 'REiGN', 'Arca do Plato', 'Raiju e-sports', 'TRY eSports', 'OS GURI DA GERAL DO GREMIO', 'Only Progress', 'RD E-SPORTS', 'Medellin', 'TRY eSports', 'Treinão do Fra', 'SG e-Sports', 'ganhamo', 'Unknown Soldiers', 'Gamelanders Blue', 'Rise Gaming', 'Só Deus Sabe', 'NOORG2.0', 'Malvinas Gaming', 'ROLO COMPRESSOR', 'Esquadrão Gold', 'EndGame', 'Galaxy Carrots', 'NOORG2.0', 'TERROR.NET', '666', 'semXorah Gaming', 'SEMORGAINDA', 'DELIRAWOW', 'FURIA', 'paiN Gaming', 'eRa Eternity']"
kuro,DFM Academy,0.778,181.72,0.677,117.459,0.66,0.561,0.28,0.061,0.125,82.0,https://www.vlr.gg/player/51142/kuro?timespan=90d,0.92,0.84,
winderz,Fractal Gaming,1.051,224.743,1.041,148.118,0.706,0.784,0.306,0.137,0.125,950.0,https://www.vlr.gg/player/40852/winderz?timespan=90d,0.847,0.881,"['Funhavers', 'Atlantis Esports', 'The Syndicate', 'QoR', 'Shadow Government ', 'Ambrosia', 'Shadow Government ', 'Landor', 'Refugees', 'Michigan State University', 'RANKERS Academy', 'Red Grapes', 'West Virginia University', 'Oni Occult', 'Overtake', 'Miamemes', 'Ex Oblivione', 'Gekko', 'Vulcan Rising', 'Esoteric Kings', 'Elation Esports', 'Hummus Cannon', 'Culturized', 'Tempers', 'APX', ""Globe's Mittens"", 'Blue Otter', 'Prestige Esports', ""Cohburg's Kittens"", 'Berzerkers Moon', 'LG Orange', 'LG Orange', 'Cumberland Phoenix', 'Clemson Esports', 'Scan City', '1Millisecond', 'Cumberland Phoenix', 'SJSU Blue', 'Fisher White']"
KING VINNY,Green Grapes,1.033,205.537,1.071,137.166,0.723,0.724,0.261,0.124,0.109,1352.0,https://www.vlr.gg/player/26475/king-vinny?timespan=90d,0.815,0.881,"['Maryville University', 'YDZ Mafia', 'angie and friends', 'CHINA', 'Abdes Daycare', 'Pieoneers', 'Landor', 'YDZ Esports', 'THANOS WORLD', 'QoR', 'Tenax', 'Dexterity Gaming', ""Dragon's Retirement Home"", 'Wadadaa', 'Child Protective Services', 'special grade', 'F5 Esports', 'Maryville University', 'Bald Buff', 'Scarlet Knights Black', 'Team GOGO', 'Rock Bottom', 'Wadadaa', 'YBW', 'Abdes Daycare', 'Spate Esports', 'Cumberland Phoenix', 'Lycus Empire', 'Hummus Cannon', 'Rock Bottom', 'Prospects', 'Utica University', 'Christians Rottweilers', 'Gekko', 'Unjustified', 'Yuh', 'White Leopard Gaming ', 'Gekko', 'Rock Bottom', 'Awaken Militia', 'Funhavers', 'English or Spanish', 'Nightblood Gaming', 'Prestige Esports', 'Washed Warriors', 'zZz', 'HyperSpeed Violet', 'Astane Anarchy', 'YDZ Esports', 'MSU White', 'Blue Otter', 'Harrisburg University', 'uncs and kook', 'Abandoned', 'Blinn', 'hunter505', 'Funhavers', 'Awaken Militia', 'Blinn', 'Awaken Militia', 'Scarlet Knights Black', 'BHOP Esports', 'Ions Day Care', 'Be Like Matt', 'overcook', 'Nightblood Gaming', 'overcook', 'ROSE', 'Good Career', 'whats a pretzel', 'Valkyrie', 'IOUNL', ""CaptainDemi's Magic Band"", 'Winthrop University', ""Life's a Game"", 'ROSE', 'team friendship ', 'justice for clear', 'team friendship ', ""Life's a Game"", 'Seattle University', 'Dead Orbit', 'Thinking Men', 'MEOWCUPCAKEYUM', 'RIT Orange', 'glip', 'Neo', 'Cappers', 'Zero MarksMen Black', 'OOKERS', 'academic weapons', 'YDZ Blue', 'Stay Hard', 'Dough Bros', 'Stay Hard', 'Ambrosia', 'Night Raid', 'Shaman Esports', 'BTR Fanclub', 'Let Us Cook', 'Levitate', 'Aspyre x Swarm', 'Torch North', 'Yonkos', 'Last Resistance', 'Ambrosia', 'Zero MarksMen Black', 'Ambrosia', 'Dallas Vendetta', 'Mochi Fanclub', 'Resolute', 'Elon Muskrats', 'Mad Science', 'Goth Girl Sanctuary', 'riribunobsumi', 'Cream Team', 'Fart Smellas', 'Evolution Gaming', 'BHOP Rose', 'CAT MAID BOYS', 'VIRTUOSO', 'Disguised', 'Nightblood Gaming', 'Team fifty50', 'Radiant E-sports', 'Des Moines DMG', 'Tempest Gaming', 'PFluxuate', 'Roblox Rejects', 'SHIFT', 'No future life is over', 'Agoge Gaming', 'UCR Gold', 'Moon Raccoons', 'Misfits Black', 'Lycus Empire', 'Eastern Air Temple', 'Elysium', 'Border Monsters', 'DHBK', 'Valkyrie', 'The Silk Road', 'sqn 2.0', 'Soniqs', 'Team Kraken Archons', 'Kitten Shelter', 'New Moon', 'STEALING LUNCH MONEY', 'Kitten Shelter', 'MCT Esports']"
Vyzex,Bagual E-Sports,0.863,169.286,0.76,121.4,0.691,0.597,0.261,0.023,0.023,42.0,https://www.vlr.gg/player/50772/vyzex?timespan=90d,0.65,0.65,['PETZ']
