Player,Team,Rating,ACS,KD,ADR,KAST,KPR,APR,FKPR,FDPR,Total_Rounds_Played,url,tier_m,region_m,opponents
ShoT_UP,Landor,1.137,218.446,1.224,140.726,0.756,0.762,0.333,0.087,0.072,1207.0,https://www.vlr.gg/player/1850/shot-up?timespan=90d,0.866,0.891,"['Revitalize', 'Pigeons', 'YDZ x Berzerkers', 'Magnet', 'West Virginia University', 'Winthrop University', 'Burger Boyz', 'QoR', 'St. Clair Saints', 'South Park', 'Ace Esports', 'Monarch-X', 'RANKERS Academy', ""Life's a Game"", 'Green Grapes', 'Green Beans', 'YDZ Esports', 'Erinite Esports', 'Ace Esports', 'The Syndicate', 'Cumberland Prophecy', 'Wadadaa', 'FAWZ Purple', 'QoR', 'ROSE', 'SaD Esports', 'Nightblood Gaming', 'Antares Esports', 'OREGON HACK', 'yves saint laurent', 'Canadia Compooters', 'AWAKEN', 'Goldie Oldies', 'Paranoia Vortex', ""SeanGares' Kittens"", 'Predator X Gaming', 'Green Goblin', 'special grade', 'Winthrop University', 'Christians Rottweilers', 'SUPERCLAN', 'Saturday then FF', 'IOUNL', 'Destro', 'Boryoku', 'whats a pretzel', 'Culturized', 'Area of Effect', 'Volcano Gang', 'Maryville University', 'RyZe Esports ', 'Shopify Rebellion Gold', 'Zero MarksMen Black', 'boomertin', 'NCSU Red', 'Carleton Ravens', 'Redbird Varsity', 'Maryville University', 'SRVR', 'special grade', 'Lucky 7', 'Refugee Camp', 'Van Lyn ', 'sussy players', 'MBU Spartans', 'ROSE', '8 hours of sleep', 'Turtle Troop', 'Team Mystic', 'mixup', 'Full House', 'Valkyrie', 'WPI Goats ', 'Zero MarksMen Black', 'Dead Orbit', 'Resonate', 'Dough Bros', 'TheBigBadBear', 'IlluZion', 'Battle Bit Legends', 'Bambys Boys', 'Van Lyn ', 'Cappers', 'SaD Esports', ""Wook's Academy"", 'MBU Spartans', 'Notorious', 'Moist x Shopify', 'asians and stellar', 'SaD Purple', 'BreakThru Academy', 'Last Resistance', 'Tedward Gaming', 'Team Mystic', 'Omnipotent Gaming', 'Turtle Troop', 'MINDCONTROL', 'Blinn', 'Oxygen Esports', 'ex-EG Reserve', 'Let Us Cook', 'Hamster Henchmen', 'pug123', 'Feel the Wood', 'Mochi Fanclub', 'Let Us Cook', 'Rock Bottom', 'QoR', 'Instinct', '96 Bulls', 'UR DONE 4', 'Feel the Wood', 'Paid 2 Be Here', 'QoR', ""Shy's Guys"", 'Moist x Shopify', 'Street Sweepers', 'Fluid Gaming', 'Sky Fox Studio', 'BreakThru Academy', 'The Silk Road', 'Let Us Cook', 'Koalanoob Fan Club', 'Team Revenge', 'Koalanoob Fan Club', 'BTR Fanclub', 'UR DONE 4', 'BreakThru Academy', 'Fluid Gaming', 'Team Fish Taco', 'Morph Orion', 'Nunca Olvidados', 'NSIC', 'Ambrosia', 'fun guys fun times', 'Levitate', 'Team Digital', 'Let Us Cook', 'Team Mystic', 'BTR Fanclub', 'Zero MarksMen Black', 'Wombo Combo', 'YDZ Gold', 'SLAUGHTER', 'YFP', 'QoR', 'Boomer Bandits', 'SaD Esports', 'Boomer Bandits B', 'kaiju corp']"
nizhaoTZH,All Gamers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/4880/nizhaotzh?timespan=90d,0.998,0.968,"['Nova Esports', 'Trace Esports', 'TYLOO', 'Nova Esports', 'Wolves Esports', 'Bilibili Gaming', 'EDward Gaming', 'Nova Esports', 'FUT Esports', 'Team Heretics', 'EDward Gaming', 'Trace Esports', 'EDward Gaming', 'Nova Esports', 'TYLOO', 'Trace Esports', 'JDG Esports', 'Titan Esports Club', 'FunPlus Phoenix', 'All Gamers', 'FunPlus Phoenix', 'Titan Esports Club', 'All Gamers', 'EDward Gaming', 'Trace Esports', 'Attacking Soul Esports', 'Dragon Ranger Gaming', '17Gaming', 'Trace Esports', 'Royal Never Give Up', 'All Gamers', 'Four Angry Men', '17Gaming', 'JiJieHao', 'Rare Atom', 'TYLOO', 'Attacking Soul Esports', 'Rare Atom', 'EDward Gaming', 'Bilibili Gaming', 'Rare Atom', 'T1', 'Evil Geniuses', 'Bilibili Gaming', 'TYLOO', 'Trace Esports', 'Weibo Gaming', 'TYLOO', 'EDward Gaming', 'Bilibili Gaming', 'Weibo Gaming', 'Shenzhen NTER', 'Kingzone', 'Karmine Corp', 'EDward Gaming', 'Shenzhen NTER', 'EDward Gaming', 'Attacking Soul Esports', 'Shenzhen NTER', 'Attacking Soul Esports', 'Tales of Eastern', 'Monarch Effect', 'EDward Gaming', 'Tales of Eastern', 'Night Wings Gaming', 'Shenzhen NTER', 'Monarch Effect', 'Attacking Soul Esports', 'Monarch Effect', 'Invincible Gaming', 'Shenzhen NTER', 'Shenzhen NTER', 'Attacking Soul Esports', 'Monarch Effect', 'Number One Player', 'Invincible Gaming', 'EDward Gaming', 'FunPlus Phoenix ZHUQUE', 'TYLOO', 'Weibo Gaming', 'Weibo Gaming', 'EDward Gaming', 'FunPlus Phoenix ZHUQUE', 'Tales of Eastern', 'Shenzhen NTER', 'Weibo Gaming', 'Shenzhen NTER', 'FunPlus Phoenix ZHUQUE', 'Tales of Eastern', 'O2 Gaming', 'Suning Gaming', 'KaiXin Esports', 'Weibo Gaming', 'Invincible Gaming', 'ex-O2 Gaming', 'All Gamers']"
17leanndro,Eternal Flame,1.256,257.026,1.238,170.526,0.734,0.883,0.203,0.208,0.13,248.0,https://www.vlr.gg/player/50405/17leanndro?timespan=90d,0.65,0.65,"['MixPe', 'Dolphins Gaming', 'Usepticals', 'Daguestan', 'TOYO eSports']"
LumiQQ,ZFE,1.016,232.286,1.0,138.486,0.543,0.827,0.056,0.113,0.113,35.0,https://www.vlr.gg/player/49956/lumiqq?timespan=90d,0.65,0.65,['LP33']
Sampphire,Cardboard Dinosaur,0.884,163.789,0.833,108.258,0.736,0.603,0.209,0.055,0.078,38.0,https://www.vlr.gg/player/36904/sampphire?timespan=90d,0.65,0.65,"['Team ESOTERIC', 'Team Rotib4kar', 'sisu', 'LILAX', 'invincible gc', 'Panny Sitter', 'sisu', 'BAS.Kitsune', 'invincible gc', 'FULL SENSE Pink', 'BAS.Kitsune', 'Not Your Business Female', 'LILITH', 'Reseda OKAMI', 'AURA DIFFERENTIAL', 'Xipto Esports GC', 'Deviant Topaz', 'Xipto Esports GC', 'NANA AND FRIENDS', 'Xinh Gai Tay To', '7Stellar Nebula', 'Empyra', 'NYX Kyosei', 'Orangutan X', 'Neons', 'NYX Kyosei', 'bemyteam', 'UNDERDOGS', ""Storm's End Kyros"", 'Neons', 'NYX Kyosei', 'NANA AND FRIENDS', 'CIINX', 'OKAMI', 'Deviant Topaz', 'THE HERO KDA', 'BabyBeast Free Agent', 'RRQ Kaguya', 'Autterx Zera', 'THE HERO KDA', 'Team SMG GC', 'Toxicity', 'NO1TAP', 'IYG', 'Diwata', 'Callais Stella', 'THE HERO KDA', 'Serene 4', 'Last Minute', 'NO1TAP', 'Zero Celsius', 'Aureole Cynthia', 'GO Cyrene']"
kobra,CNEsports,1.021,231.993,1.084,148.809,0.651,0.842,0.101,0.131,0.159,69.0,https://www.vlr.gg/player/4563/kobra?timespan=90d,0.896,0.842,"['All Gamers Young', 'BOOM Esports', 'ZOL Esports', 'MISK', 'Dplus Esports', 'SHERPA', 'FEARX', 'VARREL', 'RIDDLE ORDER', 'SCARZ', 'Sengoku Gaming', 'VARREL', 'NORTHEPTION', 'Murash Gaming', 'FENNEL', 'REJECT', 'CREST GAMING Zst', 'NTPOJA', 'CREST GAMING Zst', 'Lost Eden', 'NTPOJA', 'FENNEL', 'SCARZ', 'FENNEL', 'IGZIST', 'Sengoku Gaming', 'Crazy Raccoon', 'Jadeite', 'NORTHEPTION', 'FAV gaming', 'SCARZ', 'BLUE BEES.ESP', 'Asterisk', 'Asterisk', 'AriaSheeP', 'thirst for victory', 'SCARZ', 'FENNEL', 'Sengoku Gaming', 'IGZIST', 'REJECT', 'NORTHEPTION', 'Crazy Raccoon', 'BC SWELL', 'BC SWELL', 'BLUE BEES.ESP', 'Mirage', 'Team Medusa', 'Team Minty', 'Team Anker', 'BLUE BEES.ESP', 'REJECT', 'Sengoku Gaming', 'FENNEL', 'Sensory', 'CREST GAMING Zst', 'Crazy Raccoon', 'Hexad', 'GyoGun', 'Vision Strikers', 'Mujig 100su', 'TNL Esports', 'Mujig 100su', 'F4Q', 'DFR', 'BE INFAMOUS', 'Floma Gaming', 'RYU Gaming', 'NUTURN', 'SPEAR GAMING', 'Rio Company', 'Feel So Good', 'GOMA', 'RYU Gaming', 'DAMWON Gaming', 'F4Q', 'MUYAHO', 'MUYAHO', 'TNL Esports', 'DAMWON Gaming', 'Jesfrelho', 'Lunatic-Hai', 'v0rteX 5', 'F4Q', 'Respect', 'GOMA', 'SPEAR GAMING', 'LFS', 'Saviors', 'Crazy Hamster', 'CNEsports', 'CoreNine Academy', 'Cloud9 Korea']"
Kr1stal,Global Esports,1.271,240.302,1.348,161.049,0.734,0.807,0.313,0.107,0.087,345.0,https://www.vlr.gg/player/5796/kr1stal?timespan=90d,0.893,0.867,"['DetonatioN FocusMe', 'TALON', 'Team Secret', 'Paper Rex x Spotlight Series', 'DRX Changers', 'ZETA DIVISION GC', 'Paper Rex x Spotlight Series', 'All Gamers', 'BOOM Esports', 'Rare Atom', 'NAOS', 'Orangutan', 'Rare Atom', 'Chosen Clique Gaming', 'Rare Atom', 'Chosen Clique Gaming', 'ZY Gaming', 'Rare Atom', 'Xtreme Gaming', 'KeepBest Gaming', 'Chosen Clique Gaming', 'Qing Jiu Club', 'ZFGaming', 'Ninjas In Pyjamas', 'Rare Atom', 'Ninjas In Pyjamas', 'Douyu Gaming', 'Bilibili Gaming', 'Regans Gaming', 'Tianba', 'BLEED', 'NAOS', 'Fancy United Esports', 'Dplus Esports', 'BLEED', 'Orangutan', 'Bonkers', 'Jadeite', 'FENNEL', 'Jadeite', 'CREST GAMING Zst', 'Crazy Raccoon', 'FENNEL', 'NORTHEPTION', 'Jadeite', 'IGZIST', 'Sengoku Gaming', 'CREST GAMING Zst', 'FAV gaming', 'FENNEL', 'Crazy Raccoon', 'CREST GAMING Zst', 'Crazy Raccoon', 'IGZIST', 'FENNEL', 'Sengoku Gaming', 'REJECT', 'NORTHEPTION', 'Jadeite', 'Jadeite', 'Rebellion Arts', 'ElBlast', 'DAMWON Gaming', 'All Ways Incheon', 'OQ academy', 'みぞもりゲーミング', 'Ambitious Gaming', 'Crazy Raccoon', 'Sengoku Gaming', 'ZETA DIVISION', 'Crazy Raccoon', 'CREST GAMING Zst', 'SCARZ', 'AVALON Gaming', 'AriaSheeP', 'FAV gaming', 'Rebellion Arts', 'Ark5', 'FAV gaming', 'REJECT', 'SCARZ', 'looking for a name', 'ENRAGED', 'Crypto Esports', 'NASR Esports', 'VODs', 'TDCC', 'tyeasy', 'Zero Zone', 'Native 2 Empire', 'Team hz', 'Team hz', 'Vengeance', '368', 'ShockWave', 'Ksenox', 'BadMonkeyGaming', 'tyeasy', 'Trident Clan', 'nurture', 'HSDIRR', 'Alensyion', 'Jeremiah', 'M1X', 'CrowСrowd', 'AoeXe', 'SHHHHHHH!', 'inmortius', 'Burn', 'PLATOON', 'Outlaws', 'FanboysGatw']"
jkuro,JDG Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/3519/jkuro?timespan=90d,0.986,0.928,"['Bilibili Gaming', 'Wolves Esports', 'Xi Lai Gaming', 'EDward Gaming', 'Xi Lai Gaming', 'Titan Esports Club', 'Dragon Ranger Gaming', 'Titan Esports Club', 'EDward Gaming', 'Xi Lai Gaming', 'Xi Lai Gaming', 'Wolves Esports', 'TYLOO', 'Xi Lai Gaming', 'All Gamers', 'Bilibili Gaming', 'All Gamers', 'TYLOO', 'Trace Esports', 'FunPlus Phoenix', 'Titan Esports Club', 'Wolves Esports', 'Bilibili Gaming', 'Dragon Ranger Gaming', 'Titan Esports Club', 'All Gamers', 'Titan Esports Club', 'Titan Esports Club', 'Royal Never Give Up', 'EDward Gaming', '17Gaming', 'Titan Esports Club', 'Monarch Effect', 'Douyu Gaming', 'Weibo Gaming', 'Bilibili Gaming', 'Four Angry Men', 'Monarch Effect', 'Nova Esports', 'YG', 'Rare Atom', 'LP33', 'DiuTu', 'S2 Esports', 'UTT Esports', '虎尾566團購', 'ONE Team Esports', 'Oblivion Force', 'ONE Team Esports', 'Oblivion Force', 'Oblivion Force', 'ROA Esport', 'Ghost CommandoS', 'S2 Esports', 'Ghetto Artist', 'UTT Esports', 'ONE Team Esports', 'Oblivion Force', 'AxX', 'ONE Team Esports', 'LP33', 'AxX', 'Oblivion Force', 'ONE Team Esports', 'Ghetto Artist', 'SendTreePay', 'Griffin E-Sports', 'UTT Esports', 'K7 Esports', 'IVAN', 'Oblivion Force', 'K7 Esports', 'TRAITORS', 'Giant Submarine', 'IVAN', 'Oblivion Force', 'Ghetto Artist', 'PasswordTodayDate', 'Looking For Sponsor', 'TRAITORS', 'Royal Never Give Up', 'NewHappy Esports', 'Royal Never Give Up', 'ex-O2 Gaming', 'EDward Gaming', 'eStar Gaming']"
sterben,Galakticos,0.902,174.053,0.837,115.693,0.76,0.607,0.38,0.067,0.059,169.0,https://www.vlr.gg/player/1399/sterben?timespan=90d,0.931,0.925,"['BBL PCIFIC', 'Fire Flux Esports', 'S2G Esports', 'Fenerbahçe Esports', 'S2G Esports', 'BBL PCIFIC', 'Fire Flux Esports', 'Fenerbahçe Esports', 'Team NVus', 'TEAM NEXUS', 'Team NVus', 'FUT Esports', 'Papara SuperMassive', 'Digital Athletics', 'Eternal Fire', 'Galatasaray Esports', 'PULSE', 'Team NVus', 'Galatasaray Esports', 'Galakticos', 'HOWL Esports', 'Galatasaray Esports', 'Eternal Fire', 'PCIFIC Espor', 'Galatasaray Esports', 'S2G Esports', 'Fire Flux Esports', 'İstanbul Wildcats', 'HOWL Esports', 'Fenerbahçe Esports', 'Galakticos', 'Galakticos', 'Fire Flux Esports', 'İstanbul Wildcats', 'İstanbul Wildcats', 'Digital Athletics', 'Fire Flux Esports', 'Galakticos', 'Regnum Carya Esports', 'S2G Esports', 'HOWL Esports', 'Galatasaray Esports', 'Fenerbahçe Esports', 'Galatasaray Esports', 'İstanbul Wildcats', 'Galakticos', 'S2G Esports', 'Digital Athletics', 'Thunderbolts Gaming', 'Galatasaray Esports', 'S2G Esports', 'Digital Athletics', 'İstanbul Wildcats', 'Fenerbahçe Esports', 'Fire Flux Esports', 'Galakticos', 'Case Esports', 'New Boss Esports', 'KPI Gaming', 'Fire Flux Esports', 'CGN Esports', 'S2G Esports', 'Parla Esports', 'Galatasaray Esports', 'Fire Flux Esports', 'Thunderbolts Gaming', 'Fenerbahçe Esports', 'Galakticos', 'İstanbul Wildcats', 'Parla Esports', 'Digital Athletics', 'Galatasaray Esports', 'S2G Esports', 'Natus Vincere', 'bonk', 'FUT Esports', 'Galatasaray Esports', 'Papara SuperMassive', 'Regnum Carya Esports', 'Galatasaray Esports', 'S2G Esports', 'Parla Esports', 'Digital Athletics', 'bonk', 'TENSTAR', 'OnlyPain', 'Regnum Carya Esports', 'AimSnow', 'OV2', 'Enterprise Esports', 'Diamant Esports', 'LANPACAN', 'SunnyBeach', 'Thunderbolts Gaming', 'Dark Passage', 'FUT Esports', 'FUT Esports', 'Fenerbahçe Esports', 'Thunderbolts Gaming', 'Fenerbahçe Esports', 'Papara SuperMassive', 'Galakticos', 'FUT Esports', 'Galatasaray Esports', 'Team Lixa', 'Surreal Esports', 'Team Lixa', 'Galatasaray Esports', 'Fenerbahçe Esports', 'Thunderbolts Gaming', 'FUT Esports', 'Galakticos', 'Surreal Esports', 'Team Lixa', 'Beşiktaş Esports', 'Galakticos', 'BBL Esports', 'FUT Esports', 'Surreal Esports', 'Team Aurora', 'Team Demiral Esports', 'Fenerbahçe Esports', 'Thunderbolts Gaming', 'Regnum Carya Esports', 'Beşiktaş Esports', 'Regnum Carya Esports', 'Fire Flux Esports', 'Thunderbolts Gaming', 'Fenerbahçe Esports', 'Giants Gaming', 'BIG', 'G2 Esports', 'Team Liquid', 'Guild Esports', 'Papara SuperMassive', 'G2 Esports', 'Oxygen Esports', 'Fire Flux Esports', 'Kafalar eSports', 'OtherSide', 'İstanbul Wildcats', 'Digital Athletics', 'Beşiktaş Esports', 'OtherSide', 'Thunderbolts Gaming', 'Papara SuperMassive', 'Oxygen Esports', 'BBL Esports', 'Team Aurora', 'İstanbul Wildcats']"
Colt,F5 Esports,1.063,207.599,1.039,136.857,0.751,0.756,0.353,0.089,0.068,759.0,https://www.vlr.gg/player/29073/colt?timespan=90d,0.835,0.863,"['St. Clair Saints', 'Cumberland Destiny', 'special grade', 'Vulcan Rising', 'Green Grapes', 'Good Career', 'Pigeons', 'Good Career', 'YDZ Esports', 'SaD Purple', 'Lycus Empire', 'Nerf Neon PLZ', 'White and yellow', 'Nerf Neon PLZ', 'baboons', 'Spate Esports', 'Meownation', 'NAU Esports', 'Xora Esports', 'Wadadaa', 'Team Digital', 'Lemonade Stand', 'OH NO WATCH OUT', 'LAG Yellow', 'Van Lyn Black', 'Dexterity Gaming', 'the process', 'Culturized', 'wows little pugstars', 'Culturized', 'RyZe Esports ', 'Reign Above', 'Roblox Cows', 'Nearest Airport', 'Team Mystic', 'Manic Esport ', 'Arkangel Esports', 'Manic Esport ', 'RyZe Esports ', 'Ambrosia', 'MBU Spartans', 'Akuma Esports Red', 'MBU Spartans', 'Valkyrie', 'IceSpice Fan Club', 'Moist x Shopify', 'Division 0', 'Kitten Shelter', 'Division 0', 'Team Kraken Archons', 'Lycus Empire', 'Surf Esports', 'RILLAS', 'Shopify Rebellion GC', 'Nearest Airport', 'Indecisive', 'Misfits Black', 'Cloud9 Academy']"
caydeN,DNSTY,0.961,167.051,0.903,110.344,0.763,0.595,0.464,0.052,0.079,561.0,https://www.vlr.gg/player/1944/cayden?timespan=90d,0.923,0.852,"['HGE Esport', 'UCAM Esports Club', 'HGE Esport', 'Barça eSports', 'KPI Gaming', 'Ramboot Club', 'NOVO Esports', 'ZETA Gaming', 'Falke Esports', 'UCAM Esports Club', 'KOI Fénix', 'Team Spain', 'Team United Kingdom', 'Team France', 'Team Germany', 'Team Türkiye', 'GoNext Esports', 'Barça eSports', 'Apeks', 'CGN Esports', 'NOVO Esports', 'NOVO Esports', 'Outplayed', 'RTZN', 'NOVO Esports', 'Axolotl', 'HGE Esport', 'VX300 Gaming', 'LONETEAM', 'Outplayed', 'RTZN', 'NOVO Esports', 'Axolotl', 'HGE Esport', 'LONETEAM', 'NOVO Esports', 'VX300 Gaming', 'Outplayed', 'QLASH', 'Axolotl', 'VX300 Gaming', 'NOVO Esports', 'RTZN', 'HGE Esport', 'Outplayed', 'QLASH', 'Axolotl', 'VX300 Gaming', 'NOVO Esports', 'RTZN', 'HGE Esport', 'Team Türkiye', 'NASR Esports', 'Mandatory', 'Team Spain', 'Team United Kingdom', 'Team France', 'Team Germany', 'Team Türkiye', 'KPI Gaming', 'RTZN', 'UCAM Esports Club', 'Movistar Riders', 'Rebels Gaming', 'Team Galaga', 'VX300 Gaming', 'NOVO Esports', 'QLASH', 'RTZN', 'Case Esports', 'ZETA Gaming', 'ehehxd', 'Case Esports', 'Movistar Riders', 'Digital Athletics', 'SAW', 'Acend', 'CGN Esports', 'GMT Esports', 'Macko Esports', 'GMT Esports', 'Axolotl', 'Macko Esports', 'WLGaming Esports', 'Outplayed', 'QLASH', 'GMT Esports', 'HMBLE', 'Axolotl', 'Macko Esports', 'WLGaming Esports', 'QLASH', 'Outplayed', 'GMT Esports', 'HMBLE', 'GMT Esports', 'HMBLE', 'HMBLE', 'QLASH', 'Macko Esports', 'Axolotl', 'GMT Esports', 'Outplayed', 'WLGaming Esports', 'HMBLE', 'QLASH', 'Macko Esports', 'Axolotl', 'GMT Esports', 'Outplayed', 'WLGaming Esports', 'FNATIC', 'Axolotl', '4Real', '010 Esports', 'VX300 Gaming', 'CyberGround Gaming', 'Macko Esports', 'LANPACAN', 'QLASH', 'Yutoru', 'PURPURE', 'Nativz', 'NoGlory', 'Juan tap', '4Real', 'Macko Esports', 'VX300 Gaming', 'Yutoru', '4Real', 'Axolotl', 'Zero Tenacity', 'Anonymo Esports', 'CyberGround Gaming', 'Mixers', 'VX300 Gaming', 'bara10es', '5GOWIEN', 'VX300 Gaming', 'Rapid Ninjas', 'Auristralis', 'Finest Overwolf Origin', 'Incognito', 'MAJTKOMAT', 'Auristralis', 'Balkan Stars', 'Yutoru', 'QUSHAU SHPROTI', 'kokpiT', 'Yutoru']"
Yatoo,APAY eSports,0.921,178.189,0.688,125.824,0.596,0.594,0.38,0.054,0.0,37.0,https://www.vlr.gg/player/21826/yatoo?timespan=90d,0.65,0.65,"['Original Gaming', 'LAZY', 'Unicorn Cyber Da Nang', 'Dominus Esports', 'BDMT', 'The Meaps']"
Dev0,GoodFor3,0.813,153.81,0.79,105.798,0.675,0.57,0.298,0.043,0.105,166.0,https://www.vlr.gg/player/10270/dev0?timespan=90d,0.915,0.802,"['Formulation Gaming', 'SweetNsour', 'Bitfix Gaming', 'NXT', 'SheshMans', 'Team Oasis', 'Ruddy', 'RTZN', 'PURE Esports', 'Lilmix', 'YARI X CTRL', 'Twisted Saints Esports', 'Team Sacake', 'DVM Esport', 'İstanbul Wildcats', 'Requiem', 'OnlyFins', 'apinaorkesteri', 'Requiem', 'Metizport', 'Apeks', 'SweetNsour', 'Formulation Gaming', 'apinaorkesteri', 'who cars?', 'Formulation Gaming', 'OnlyFins', 'Metizport', 'SweetNsour', 'Apeks', 'OnlyFins', 'Ruddy', 'Formulation Gaming', 'OnlyFins', 'Wintermint', 'Wizard Esports', 'Next In Line', 'VAMONOS', 'Wintermint', 'BREF', 'Next In Line', 'Next In Line', 'SKÅL Esports', 'Yari Esports', 'Next In Line', 'Yari Esports', 'Apeks', 'FOKUS', 'who cars?', 'HSDIRR', 'VAMONOS', 'Les Petits Bouffons', 'Coalesce', 'HSDIRR', 'Les Petits Bouffons', 'HSDIRR', 'Swans Esports', 'Les Petits Bouffons', 'bonk', 'HSDIRR', 'VAMONOS', 'who cars?', 'Apeks', 'muffin enjoyers one', ""Gregory's Angels 2.0"", 'Into The Breach Protocol', 'who cars?', 'KOVA', 'Finest', 'NÖFFEN', 'AW3', 'OnlyFins', 'HEET', 'H2O', 'Alliance', 'EXCEL', 'Genbrugsbutik', 'Muffin Enjoyers', 'AW3', 'OnlyFins', 'KOVA', 'TENSTAR', 'EXCEL', 'who cars?', 'Tundra Esports', 'H2O', 'Alliance', 'JOKERS', 'Alliance', 'HEET', ""Keanu's Backpack"", 'G2 Esports', 'Anorthosis Famagusta Esports', 'Vexed Gaming', 'CONNEMARA', 'Victoire Gaming', 'Megastitut', 'Impact Donkey Frags', 'KOVA', 'Human Tripwires', 'HSDIRR', 'GMT Esports', 'Reject$', 'mixenergy', 'Dame Time', 'eSuba', 'Bifrost', 'Gambit Esports', 'Moscow Five jr', 'Equipe', 'Vitriolic', 'Duck Gaming', 'ehehxd', 'Hangover', 'OG', 'Békéscsabai E-sport Egyesület', 'corgi']"
tconda,Zen eSports GC,1.402,293.356,1.254,188.658,0.747,1.016,0.186,0.221,0.124,59.0,https://www.vlr.gg/player/35876/tconda?timespan=90d,0.547,0.893,"['Retiraos', 'Deagle Ravagers', 'KRÜ BLAZE', '9z Team GC', 'FiRePOWER', 'LEVIATÁN GC', 'University War GC', 'FiRePOWER', '9z Team GC', 'Deagle Ravagers', 'University War GC', 'OXEN GC', 'OXEN GC', 'KRÜ BLAZE', '9z Team GC', 'FiRePOWER', 'LEVIATÁN GC', 'University War GC', 'TITANIC', 'Deagle Ravagers', 'Cisnes Gaming GC', '9z Team GC', 'Rebirth Esports', 'OXEN', 'Marabunta Gaming', 'Globant Emerald Team', 'KRÜ BLAZE', 'Optix Fem', '9z Team GC', 'SunXet Club Fem', 'True Damage Gaming GC', 'Furious Flame', 'SKERES', 'Mix F/A FEM', 'UDEC Esports FEM', 'Valkyrias', 'AQT Team Fem']"
yehren,Lucia Zenith,1.086,196.217,1.037,134.28,0.71,0.687,0.325,0.048,0.061,83.0,https://www.vlr.gg/player/49317/yehren?timespan=90d,0.65,0.65,"['One Fifteen', 'Team CombatBaby', 'Team Circus', 'PIXEL']"
Brix,UKC Esport,0.969,186.832,0.804,118.145,0.684,0.601,0.565,0.064,0.082,238.0,https://www.vlr.gg/player/47891/brix?timespan=90d,0.65,0.65,
Sopa,Instinct Skills,0.58,108.5,0.45,74.6,0.62,0.38,0.41,0.0,0.11,37.0,https://www.vlr.gg/player/50425/sopa?timespan=90d,0.65,0.65,['MixPe']
Mueda,Life's a Game,0.807,156.716,0.785,107.01,0.647,0.562,0.184,0.055,0.075,1851.0,https://www.vlr.gg/player/10950/mueda?timespan=90d,0.88,0.9,"['Overtake', 'beastmode', 'Faded asf', 'Prosperity Esports', 'Revitalize', 'St. Clair Saints', 'i understand it now', 'Bon Bon Bum Contra', 'MST Gold', 'angie and friends', 'SloptimusPrimeGaming', 'Hakikimori', 'Purdue University Gold', 'Blue Otter', 'Berzerkers', 'Harmony', 'St. Clair Saints', 'Atlantis Esports', 'Landor', 'The Syndicate', 'Overtake', 'the party never ends', 'Impaired AimerZ', 'the party never ends', 'Wadadaa', 'Awaken Militia', 'QoR', 'Awaken Militia', 'Pa1nt’s Plugs ', 'Matthew Gaming', 'Funhavers', 'White and yellow', 'Aspyre x Swarm', 'Funhavers', 'Jumbo Shrimps', 'SaD Purple', 'Harmony', 'SaD Purple', 'Street Sweepers', 'SCC3', '1KRR and Karma', 'Poutine Eater', 'Northwood University', 'Gekko', 'Deleta Esports', 'SaD Purple', 'Painguins', 'LazerrFreeks Mythic', 'virginia', 'Astane Anarchy', 'FAWZ Purple', 'Corvus Esports', 'The Bees Knees', 'Spate Esports', 'Predator X Gaming', 'Six Figures', 'Green Goblin', 'ABG luvrs', 'DOOMSDAY', 'SEN Shahzam', 'bye bye', 'Quixotic ', 'ROSE', 'AWAKEN', '1Millisecond', 'Crime City', 'CapN Crunch and the Cereal Killers', 'QoR', 'brucewin', 'Ions Day Care', 'THUGS', 'MBU Spartans', 'Mercury White', 'Fisher Navy', 'Full House', 'BBL Kings', 'Full House', ""Zeke's Dog Pound"", 'Blinn', 'Torch', 'Asian and Co', 'Nonnegative', 'Asian and Co', 'Northwood University', 'UCR Blue', 'Winthrop University', 'Winthrop University', 'William and Mary', 'Scarlet Knights Black', 'Fisher Navy', 'UAESA Green', 'USF Gold', 'USF Gold', 'FIU Varsity', 'Bosco Esports', ""The People's Elbow"", 'Bosco Esports', 'Fisher Tea Party', 'Winthrop University', 'Georgia Tech Gold', 'West Virginia University', 'Last Resistance', 'UGA Black', 'University of Virginia', ""mas's minions"", '1337', 'grilled onions', 'Boondock Bandits', 'grilled onions', 'SHIFT', 'Zenigma Alpha', 'BASILISK', 'Team Syndicate', 'Team Revenge', 'DawN', 'Knights Academy', 'DawN', 'E-Daters Inc.', 'New Moon', 'Zero MarksMen Black', 'Acacia', 'dad?', 'Immortals', 'Flex Gaming', 'Vexo Esports', 'Aspyre x Swarm', 'DNADIFF', 'Aspyre x Swarm', 'Insert Name Here', 'Lenny Time', 'Agoge Gaming', 'Nearest Airport', 'New Moon', 'DNADIFF', 'Run it Down', 'Vexo Esports', 'Knights Academy', 'Aspyre x Swarm', 'NMG Academy', 'Aspyre x Swarm', 'Gorilla Gang', 'Team Nutty', 'Zero MarksMen Black', 'Akron Esports', '1337', 'SHOWRUNNERS', 'Actually Homeless', 'Hugh Jass Construction', 'Knights Academy', 'Gx']"
