name,team,url,url_90d
Vera,Disguised,https://www.vlr.gg/player/24653/vera?timespan=all,https://www.vlr.gg/player/24653/vera?timespan=all/?timespan=90d
STYRON,Disguised,https://www.vlr.gg/player/11704/styron?timespan=all,https://www.vlr.gg/player/11704/styron?timespan=all/?timespan=90d
crazyguy,Disguised,https://www.vlr.gg/player/1430/crazyguy?timespan=all,https://www.vlr.gg/player/1430/crazyguy?timespan=all/?timespan=90d
Deryeon,Disguised,https://www.vlr.gg/player/9152/deryeon?timespan=all,https://www.vlr.gg/player/9152/deryeon?timespan=all/?timespan=90d
wayne,Disguised,https://www.vlr.gg/player/24628/wayne?timespan=all,https://www.vlr.gg/player/24628/wayne?timespan=all/?timespan=90d
Kasake,Disguised,https://www.vlr.gg/player/40193/kasake?timespan=all,https://www.vlr.gg/player/40193/kasake?timespan=all/?timespan=90d
dip,SaD Esports,https://www.vlr.gg/player/8397/dip?timespan=all,https://www.vlr.gg/player/8397/dip?timespan=all/?timespan=90d
Dark3st,SaD Esports,https://www.vlr.gg/player/6437/dark3st?timespan=all,https://www.vlr.gg/player/6437/dark3st?timespan=all/?timespan=90d
benjii,SaD Esports,https://www.vlr.gg/player/8758/benjii?timespan=all,https://www.vlr.gg/player/8758/benjii?timespan=all/?timespan=90d
furbsa,SaD Esports,https://www.vlr.gg/player/21886/furbsa?timespan=all,https://www.vlr.gg/player/21886/furbsa?timespan=all/?timespan=90d
flyuh,KOI,https://www.vlr.gg/player/3685/flyuh?timespan=all,https://www.vlr.gg/player/3685/flyuh?timespan=all/?timespan=90d
grubinho,KOI,https://www.vlr.gg/player/5550/grubinho?timespan=all,https://www.vlr.gg/player/5550/grubinho?timespan=all/?timespan=90d
sheydos,KOI,https://www.vlr.gg/player/1428/sheydos?timespan=all,https://www.vlr.gg/player/1428/sheydos?timespan=all/?timespan=90d
Filu,KOI,https://www.vlr.gg/player/4544/filu?timespan=all,https://www.vlr.gg/player/4544/filu?timespan=all/?timespan=90d
soulcas,KOI,https://www.vlr.gg/player/101/soulcas?timespan=all,https://www.vlr.gg/player/101/soulcas?timespan=all/?timespan=90d
Noizeeh,KOI,https://www.vlr.gg/player/231/noizeeh?timespan=all,https://www.vlr.gg/player/231/noizeeh?timespan=all/?timespan=90d
temoc,KOI,https://www.vlr.gg/player/8815/gorilla?timespan=all,https://www.vlr.gg/player/8815/gorilla?timespan=all/?timespan=90d
Bambino,KOI,https://www.vlr.gg/player/3738/temoc?timespan=all,https://www.vlr.gg/player/3738/temoc?timespan=all/?timespan=90d
Zauqk,Next Gen,https://www.vlr.gg/player/29790/zauqk?timespan=all,https://www.vlr.gg/player/29790/zauqk?timespan=all/?timespan=90d
Sinaway,Next Gen,https://www.vlr.gg/player/29821/sinaway?timespan=all,https://www.vlr.gg/player/29821/sinaway?timespan=all/?timespan=90d
FETA,Next Gen,https://www.vlr.gg/player/31254/feta?timespan=all,https://www.vlr.gg/player/31254/feta?timespan=all/?timespan=90d
BigE,Next Gen,https://www.vlr.gg/player/31255/bige?timespan=all,https://www.vlr.gg/player/31255/bige?timespan=all/?timespan=90d
Sinaway,Next Gen,https://www.vlr.gg/player/29821/sinaway?timespan=all,https://www.vlr.gg/player/29821/sinaway?timespan=all/?timespan=90d
Eno,Next Gen,https://www.vlr.gg/player/7569/eno?timespan=all,https://www.vlr.gg/player/7569/eno?timespan=all/?timespan=90d
Mihlog,Team Flash,https://www.vlr.gg/player/36180/mihlog?timespan=all,https://www.vlr.gg/player/36180/mihlog?timespan=all/?timespan=90d
bucute,Team Flash,https://www.vlr.gg/player/48575/bucute?timespan=all,https://www.vlr.gg/player/48575/bucute?timespan=all/?timespan=90d
K1LLERS,Team Flash,https://www.vlr.gg/player/8036/k1llers?timespan=all,https://www.vlr.gg/player/8036/k1llers?timespan=all/?timespan=90d
ting2k5,Team Flash,https://www.vlr.gg/player/14213/ting2k5?timespan=all,https://www.vlr.gg/player/14213/ting2k5?timespan=all/?timespan=90d
alyaL,Team Flash,https://www.vlr.gg/player/8240/alyal?timespan=all,https://www.vlr.gg/player/8240/alyal?timespan=all/?timespan=90d
d0rf,Team Flash,https://www.vlr.gg/player/1429/d0rf?timespan=all,https://www.vlr.gg/player/1429/d0rf?timespan=all/?timespan=90d
FireBallOps,Nightblood Gaming,https://www.vlr.gg/player/10053/fireballops?timespan=all,https://www.vlr.gg/player/10053/fireballops?timespan=all/?timespan=90d
Kess,Nightblood Gaming,https://www.vlr.gg/player/9094/kess?timespan=all,https://www.vlr.gg/player/9094/kess?timespan=all/?timespan=90d
alym,Nightblood Gaming,https://www.vlr.gg/player/48025/alym?timespan=all,https://www.vlr.gg/player/48025/alym?timespan=all/?timespan=90d
HUYNH,Nightblood Gaming,https://www.vlr.gg/player/62/huynh?timespan=all,https://www.vlr.gg/player/62/huynh?timespan=all/?timespan=90d
sogo,Nightblood Gaming,https://www.vlr.gg/player/6445/sogo?timespan=all,https://www.vlr.gg/player/6445/sogo?timespan=all/?timespan=90d
AlphaFly,Nightblood Gaming,https://www.vlr.gg/player/3004/alphafly?timespan=all,https://www.vlr.gg/player/3004/alphafly?timespan=all/?timespan=90d
Boostio,100 Thieves,https://www.vlr.gg/player/604/boostio?timespan=all,https://www.vlr.gg/player/604/boostio?timespan=all/?timespan=90d
zander,100 Thieves,https://www.vlr.gg/player/8082/zander?timespan=all,https://www.vlr.gg/player/8082/zander?timespan=all/?timespan=90d
Cryocells,100 Thieves,https://www.vlr.gg/player/4147/cryocells?timespan=all,https://www.vlr.gg/player/4147/cryocells?timespan=all/?timespan=90d
eeiu,100 Thieves,https://www.vlr.gg/player/796/eeiu?timespan=all,https://www.vlr.gg/player/796/eeiu?timespan=all/?timespan=90d
Asuna,100 Thieves,https://www.vlr.gg/player/601/asuna?timespan=all,https://www.vlr.gg/player/601/asuna?timespan=all/?timespan=90d
Rudi,100 Thieves,https://www.vlr.gg/player/26482/zikz?timespan=all,https://www.vlr.gg/player/26482/zikz?timespan=all/?timespan=90d
frenya,100 Thieves,https://www.vlr.gg/player/16045/rudi?timespan=all,https://www.vlr.gg/player/16045/rudi?timespan=all/?timespan=90d
fiziq,YFP Gaming,https://www.vlr.gg/player/739/fiziq?timespan=all,https://www.vlr.gg/player/739/fiziq?timespan=all/?timespan=90d
jakee,YFP Gaming,https://www.vlr.gg/player/8742/jakee?timespan=all,https://www.vlr.gg/player/8742/jakee?timespan=all/?timespan=90d
stellar,YFP Gaming,https://www.vlr.gg/player/733/stellar?timespan=all,https://www.vlr.gg/player/733/stellar?timespan=all/?timespan=90d
penny,YFP Gaming,https://www.vlr.gg/player/7716/penny?timespan=all,https://www.vlr.gg/player/7716/penny?timespan=all/?timespan=90d
thief,YFP Gaming,https://www.vlr.gg/player/69/thief?timespan=all,https://www.vlr.gg/player/69/thief?timespan=all/?timespan=90d
BugattiVeyron,All Gamers Young,https://www.vlr.gg/player/49587/bugattiveyron?timespan=all,https://www.vlr.gg/player/49587/bugattiveyron?timespan=all/?timespan=90d
Kyu,Ambrosia,https://www.vlr.gg/player/30470/kyu?timespan=all,https://www.vlr.gg/player/30470/kyu?timespan=all/?timespan=90d
smiley,Ambrosia,https://www.vlr.gg/player/13084/smiley?timespan=all,https://www.vlr.gg/player/13084/smiley?timespan=all/?timespan=90d
ScrewFace,Ambrosia,https://www.vlr.gg/player/3227/screwface?timespan=all,https://www.vlr.gg/player/3227/screwface?timespan=all/?timespan=90d
acrian,Ambrosia,https://www.vlr.gg/player/24865/acrian?timespan=all,https://www.vlr.gg/player/24865/acrian?timespan=all/?timespan=90d
satellite,Ambrosia,https://www.vlr.gg/player/29076/satellite?timespan=all,https://www.vlr.gg/player/29076/satellite?timespan=all/?timespan=90d
patrickWHO,Global Esports,https://www.vlr.gg/player/44259/patrickwho?timespan=all,https://www.vlr.gg/player/44259/patrickwho?timespan=all/?timespan=90d
UdoTan,Global Esports,https://www.vlr.gg/player/4428/udotan?timespan=all,https://www.vlr.gg/player/4428/udotan?timespan=all/?timespan=90d
Kr1stal,Global Esports,https://www.vlr.gg/player/5796/kr1stal?timespan=all,https://www.vlr.gg/player/5796/kr1stal?timespan=all/?timespan=90d
kellyS,Global Esports,https://www.vlr.gg/player/7437/kellys?timespan=all,https://www.vlr.gg/player/7437/kellys?timespan=all/?timespan=90d
Papi,Global Esports,https://www.vlr.gg/player/13219/papi?timespan=all,https://www.vlr.gg/player/13219/papi?timespan=all/?timespan=90d
HellrangeR,Global Esports,https://www.vlr.gg/player/3622/hellranger?timespan=all,https://www.vlr.gg/player/3622/hellranger?timespan=all/?timespan=90d
Vatsal,Global Esports,https://www.vlr.gg/player/4032/vatsal?timespan=all,https://www.vlr.gg/player/4032/vatsal?timespan=all/?timespan=90d
Elevated,Global Esports,https://www.vlr.gg/player/10075/juv3nile?timespan=all,https://www.vlr.gg/player/10075/juv3nile?timespan=all/?timespan=90d
taeri,Global Esports,https://www.vlr.gg/player/46598/elevated?timespan=all,https://www.vlr.gg/player/46598/elevated?timespan=all/?timespan=90d
