Player,Team,Rating,ACS,KD,ADR,KAST,KPR,APR,FKPR,FDPR,Total_Rounds_Played,url,tier_m,region_m,opponents
ZiXuan,Rare Atom,1.019,200.215,1.005,125.274,0.716,0.698,0.375,0.075,0.093,1131.0,https://www.vlr.gg/player/4763/zixuan?timespan=all,1.0,0.975,"['Nova Esports', 'Nova Esports', 'EDward Gaming', 'Titan Esports Club', 'JDG Esports', 'Wolves Esports', 'EDward Gaming', 'DRX', 'TALON', 'DRX', 'Gen.G', 'Xi Lai Gaming', 'Ambitious Legend Gaming', 'Xi Lai Gaming', 'KeepBest Gaming', 'Ambitious Legend Gaming', 'Royal Never Give Up', 'Night Wings Gaming', 'Royal Never Give Up', 'TOP Esports', 'Ninjas In Pyjamas', 'DD Team', 'Monarch Effect', 'All Gamers', 'MAX Esports', 'Underdog', 'Totoro Gaming', 'Totoro Gaming', 'EDward Gaming', 'Underdog', 'CBT Gaming']"
6ixKey,Leones Invicti,1.024,224.302,1.071,144.031,0.726,0.797,0.232,0.172,0.131,1367.0,https://www.vlr.gg/player/26826/6ixkey?timespan=all,0.92,0.792,"['Hive', 'Pejuang', 'The MongolZ', 'NAOS', 'Xipto Esports', 'KIMMY KITTENS', 'FULL SENSE', 'IGNITE', 'Oasis Gaming', 'FINIX ALPHA', 'Zai Kia', 'FINIX ALPHA', 'Subliminal Aim', 'THE HERO DETA', 'Le Crapaud', '5 Clown', 'BIGG Motley', 'MABUHAY', 'Tokyo Revengers', 'RDN Esports', 'ARF TEAM', 'Bacot Esports', 'tryingourbest', 'Fancy United Esports', 'Crocodile Tears', 'NEXGA', 'Dewa Makmur', 'PHX ESPORTS', 'Le Crapaud', '60% DEWA', 'NWJ', 'Hike Digital Esports']"
zander,100 Thieves,1.086,208.801,1.125,131.72,0.759,0.731,0.352,0.09,0.083,11122.0,https://www.vlr.gg/player/8082/zander?timespan=all,0.94,0.927,"['NRG Esports', 'Sentinels', 'MIBR', 'Trust In Plug', '2Game Esports', 'All Knights', 'Galorys', '2Game Esports', '2Game Esports', 'TSM', 'Galorys', 'RETA Esports', 'All Knights', 'TSM', 'Moist x Shopify', 'Oxygen Esports', 'TSM', 'Moist x Shopify', 'YFP', 'FLUFFY AIMERS', 'QoR', 'Blinn', 'Oxygen Esports', 'Turtle Troop', 'TSM', 'Turtle Troop', 'Winthrop University', 'Dough Bros', 'SaD Esports', 'TSM', 'The Guard', 'The Union', '9z Team', '00Nation', 'The Guard', '9z Team', 'FUSION', 'The Union', 'The Guard', 'Moist Moguls', 'Oxygen Esports', 'Shopify Rebellion Black', 'Oxygen Esports', 'Disguised', 'Shopify Rebellion Black', 'TSM', 'Turtle Troop', 'G2 Esports', 'The Guard', 'Moist Moguls', 'Disguised', 'The Guard', 'Disguised', 'MAD Lions', 'TSM', 'OREsports', 'Team BcJ', 'Team Rossy', 'Team Brax', 'Team AverageJonas', 'Team Brax', 'Team Stewie2k', 'Teal Seam 1.0', 'GEEEGEEE', 'VIRGINIA 1', 'Free Fall', 'QoR', 'impulse101', 'TSM', 'Cloud9', 'Gen.G', 'Knights Academy', 'DarkZero Esports', 'DNADIFF', 'TSM Academy', 'Windmill Isle', 'Built By Gamers Academy', 'TSM Academy', 'SoaR', 'Complexity', 'Girl Kissers', 'Skwirel Warriers', 'Luminosity', 'NRG Esports', 'Evil Geniuses', 'Complexity', 'Zer0 Latency', 'Kitten Rippers', 'Synergy', 'Washed Up', 'Moon Raccoons', 'TSM', 'Thanos Mug Academy', 'Free Fall', 'DarkZero Esports', 'Free Fall', 'Cloud9', 'Sentinels', 'Luminosity', 'Sentinels', 'OpTic Gaming', 'NRG Esports', 'Rise', 'Knights', 'Reformed', 'Radiance', 'TSM Academy', 'Andbox', 'Third Impact', 'DarkZero Esports', 'Nightblood Gaming', 'Aspyre x Swarm', 'UnitedERA', 'Rise', 'Akrew', 'Complexity', 'Kowareta', 'New Moon', '604', 'Cloud9', 'ex-FLICKBAITERS', 'Built By Gamers Academy', 'Green Beans', 'Booster Seat Gaming', 'Soniqs', 'Juul Team 6', 'Jays Finest', 'Showstoppers', 'Cloud9 White', 'Ghost Gaming', 'Oni Fans', 'Elmerz Glue', 'Built By Gamers Academy', 'Teal Seam', 'Bait Academy', 'FLICKBAITERS', 'Project A', 'Resonate', 'Cosmic Divide', 'Evil Geniuses', 'Knights Academy', 'Time Out', 'Knights Academy', 'CoT', ""BIG BOY'S CLUB"", 'Pioneers', 'Immortals', 'Green Beans', 'Soniqs', 'Most Prolific']"
Twisted,Harmony,0.83,174.158,0.761,115.727,0.665,0.586,0.352,0.068,0.1,1863.0,https://www.vlr.gg/player/27711/twisted?timespan=all,0.88,0.9,"['Predator X Gaming', 'Jumbo Shrimps', 'i understand it now', 'Dexterity Gaming', 'bleh', 'College of DuPage', 'bleh', 'Spate Esports', 'The 5th is a Coach', 'InC Frost', 'The 5th is a Coach', 'Vulcan Rising', 'Pigeons', 'Cumberland Phoenix', '789', 'PDF Files', 'Slept On', 'whats a pretzel', 'the hideout', 'TMU Blue', 'Sheridan Bruins', 'RyZe Esports ', 'Team Image', 'Ions Day Care', 'Maryville University', ""Wook's Academy"", 'Cumberland Phoenix', 'QoR', 'Red Flag', 'Here to Gamble', 'Red Flag', 'Realism Esports', 'FXP Esports', 'Levitate', 'Area of Effect', 'Lionheart eSports', 'skoll', 'Lionheart eSports', 'Royalty Forgotten', 'Royal Pekingese', 'Astéri 7', 'Chicago Empyre', 'Division 0', 'Forever Vibing', 'Division 0', 'Northern Forces', 'Elysium', 'Vexo Esports']"
Izo,F5 Esports,1.107,200.078,1.086,132.475,0.757,0.712,0.411,0.067,0.056,4536.0,https://www.vlr.gg/player/41873/izo?timespan=all,0.847,0.881,"['Erinite Esports', 'Overtake', 'Boise State University', 'Maryville University', 'Felon and Co', 'not too much', 'FIU Varsity', 'not too much', 'Pigeons', 'The Cutchers', ""Life's a Game"", 'Faded asf', 'Primordials', 'Winthrop University', 'Primordials', 'West Virginia University', 'Keiser University', 'Storm Reapers', 'Keiser University', 'Burger Boyz', 'Erinite Esports', 'UC Irvine', 'give wingman a pwetty pwincess', 'Overtake', 'Xtra Xpecial Xfactors', 'Glacial', 'Abc123', 'Raisin sec', 'Culturized', 'JAVIFASTLIKETENZ', 'Team Digital', 'Scarlet Knights Black', '1337', 'Costco Guys', 'QoR', 'Prospects', 'Harmony', 'BUTTERBALL', 'ABBBs', 'Pigeons', 'YDZ Esports', 'Hamster Henchmen', 'Xora Esports', 'Wadadaa', 'Xora Esports', 'Lemonade Stand', 'ABG luvrs', 'Berzerkers Moon', 'Esoteric Kings', 'Ambrosia', 'Esoteric Kings', 'Invictus Mafia', 'Trash Bandits', 'Christians Rottweilers', 'Yuh', 'Invictus Esports', 'YDZ Esports', 'Prestige Esports', 'NUG', 'Prestige Esports', 'ROSE', 'Goth Girl Sanctuary', 'Prestige Esports', 'Kent State University', 'Prestige Esports', 'Painguins', 'Aspyre x Swarm', 'LazerrFreeks Mythic', 'VCC Esports', 'UCSD Gold', 'Elation Esports', 'acorn stealers', 'CurrentlyKissingMen', 'washed', 'CurrentlyKissingMen', 'Brimstone with a Fusion Bomb', 'YDZ Esports', 'Tenax GC', 'YDZ Esports', 'kellogs cereal', 'Be Like Matt', 'threehunna', 'West Virginia University', 'Funhavers', 'CCE UCX', 'Atlantis Esports', 'The Grid', 'Refugee Camp', 'Mercury White', 'MBU Spartans', 'Donkey Kong', 'IlluZion']"
pepecho,Dimonis eSports,0.867,183.44,0.814,120.98,0.665,0.628,0.263,0.101,0.109,722.0,https://www.vlr.gg/player/33833/pepecho?timespan=all,0.92,0.84,"['Oxygen Gaming', 'Wygers', 'SZK Esports', 'Fractious Esports', 'Melilla Titans', 'Team Galaga', 'Team Galaga', 'Wygers', 'Lotus Knights', 'Team Galaga', 'Melilla Titans', 'SZK Esports', 'SZK Esports', 'FIVE Media Clan', 'RTZN', 'SLTitans Esports', 'TwentyStars', 'Imperium Gaming', 'RTZN', 'FTW Leça FC Esports', 'Lotus Knights', 'Signum Reges', 'OBSCURE CLUB', 'Winx Club', 'SZK Esports', 'Owls UPC', 'Raio macuin']"
vibhoRR,MiBH,0.983,197.163,1.021,125.769,0.719,0.683,0.265,0.077,0.085,9738.0,https://www.vlr.gg/player/3268/vibhorr?timespan=all,0.985,0.951,"['Asterisk', 'Orangutan', 'Velocity Gaming', 'Revenant Esports', 'Alternate Realities', 'Carnival Gaming', 'Reckoning Esports', 'True Rippers', 'Revenant Esports', 'Grayfox Esports', 'MLT Esports', 'Orangutan', 'Revenant Esports', 'True Rippers', 'Medal Esports', 'Team Respect', 'True Rippers', 'Downfall Esports', 'True Rippers', 'Reckoning Esports', 'Medal Esports', 'GGEZ', 'Hyderabad Hydras', 'Grayfox Esports', 'Reckoning Esports', 'Medal Esports', 'Orangutan', 'True Rippers', 'Team MysticX', 'Reckoning Esports', 'Aster Army', 'Orangutan', 'Aster Army', 'Medal Esports', 'Medal Esports', 'Reckoning Esports', 'Reckoning Esports', 'Team MysticX', '2ez Gaming', 'Walrus Esports Rt.', 'CortezZ N Friends', 'EXECUTABLES eSports', 'GE Fighting', 'Reckoning Esports', 'Revenant Esports', 'Aster Army', 'Reckoning Esports', 'True Rippers', 'Medal Esports', 'Aster Army', 'GodLike Esports', 'Orangutan', 'True Rippers', 'Aster Army', 'Velocity Gaming', 'Reckoning Esports', 'True Rippers', 'MLT Esports', 'GodLike Esports', 'Velocity Gaming', 'Revenant Esports', 'Reckoning Esports', 'Wide Swing', 'Revenant Esports', 'Vorpal Swords', 'Reckoning Esports', 'Medal Esports', 'Team Valor', 'Minion Gang', 'Suspect X', 'Global Esports', 'Reckoning Esports', 'Enigma Gaming', 'Revenant Esports', 'FUTV IND Esports', 'Team Snax', 'Team Scout', 'Team Snax', 'Enigma Gaming', 'Velocity Gaming', 'Enigma Gaming', 'Revenant Esports', 'Medal Esports', 'Anaadi Army', 'Medal Esports', 'True Rippers', 'Global Esports', 'Enigma Gaming', 'Global Esports', 'Union Gaming', 'Reckoning Esports', 'Velocity Gaming', 'Exceeli Esports', 'Full Power Gaming', 'prime 5', 'brown gunday', 'The Circumcisers', 'Trinity', 'Enigma Gaming', 'Global Esports', 'Team Snakes', 'True Rippers', 'Lethal Esports', 'FANGZ', 'South Built Esports', 'FULL SENSE', 'Oblivion Force', 'Global Esports', 'Global Esports', 'Team Exploit', 'Global Esports', 'Exceeli Esports', 'God Particles', 'True Rippers', 'tryouts', 'Optimistic eSports', 'Enigma Gaming', 'Reckoning Esports', 'Monkey Bite Esports', 'Team XO', 'Team XO', 'Enigma Gaming', 'Enigma Gaming', 'Team XO', 'FS Esports ', 'Salt Esports', 'Global Esports', 'Enigma Gaming', 'Enigma Gaming', 'Louvre', 'BLEED', 'Team Exploit', 'True Rippers', 'ROG Academy', 'OnlyFriends', 'Louvre', 'Reckoning Esports', 'Enigma Gaming', 'Enigma Gaming', 'SUS SquaD', 'True Rippers', 'Weird Esports', 'Enigma Gaming', 'SUS SquaD', 'FlamexSerenity', 'Team 69', 'Reckoning Esports', 'Global Esports', 'Exceeli Esports', 'Team Exploit']"
Less,Team Vitality,1.138,217.606,1.213,142.591,0.729,0.775,0.234,0.095,0.081,6482.0,https://www.vlr.gg/player/8447/less?timespan=all,0.991,0.979,"['T1', 'G2 Esports', 'DRX', 'T1', 'Team Liquid', 'Team Heretics', 'FUT Esports', 'Karmine Corp', '100 Thieves', 'LEVIATÁN', 'FURIA', 'MIBR', 'Evil Geniuses', '100 Thieves', 'G2 Esports', 'Sentinels', 'KRÜ Esports', 'Cloud9', 'NRG Esports', 'Paper Rex', 'Sentinels', 'EDward Gaming', 'FunPlus Phoenix', 'Gen.G', 'Sentinels', 'Evil Geniuses', 'LEVIATÁN', 'Sentinels', 'Team Pai', 'Evil Geniuses', 'FNATIC', 'EDward Gaming', 'Paper Rex', 'FNATIC', 'Natus Vincere', 'Team Liquid', 'DRX', 'EDward Gaming', 'Evil Geniuses', 'NRG Esports', 'Evil Geniuses', 'FURIA', 'LEVIATÁN', 'NRG Esports', '100 Thieves', 'KRÜ Esports', 'Evil Geniuses', 'Sentinels', 'FURIA', 'Cloud9', 'MIBR', 'FNATIC', 'DRX', 'NRG Esports', 'Karmine Corp', 'Gen.G', 'OpTic Gaming', 'OpTic Gaming', 'DRX', 'LEVIATÁN', 'ZETA DIVISION', 'OpTic Gaming', 'ZETA DIVISION', 'OpTic Gaming', 'KRÜ Esports', 'Ninjas In Pyjamas', 'Ninjas In Pyjamas', 'Los Grandes', 'Gamelanders Blue', 'Stars Horizon', 'Los Grandes', 'FURIA', 'OpTic Gaming', 'OpTic Gaming', 'G2 Esports', 'Team Liquid', 'Ninjas In Pyjamas', 'Ninjas In Pyjamas', 'Keyd Stars', 'Team Vikings', 'TBK Esports', 'Liberty', 'Gamelanders Blue', 'MIBR', 'Stars Horizon', 'não temos um plano', 'B4 Esports', 'LUSA White', 'Mowil Esports', 'Royal PS', 'Stars Horizon', 'Portuguesa Esports', 'LilBabies', 'Real Esports', 'Portuguesa Esports', 'LilBabies', 'os pugzero', 'LilBabies', 'SeekingContract', 'FOGUETE', 'Só Deus Sabe', 'OSKARAVELHO', 'ODDIK', 'Unlimited', 'Rise Gaming', 'RevoadaVLR', 'Team Fakesz', 'Team Vikings', 'Stars Horizon', 'SLICK', 'FURIA', 'SLICK', 'LilBabies', 'UNKTEC', 'SLICK', 'BearClaw Gaming', 'KG Network', 'Inflames Gaming', 'RevoadaVLR', 'KING OF SELVA', 'semXorah Gaming', 'ATROPELADOS', 'TERROR.NET', 'UNKTEC', 'Vammo E-Sports', 'Liberty', 'HIGHPOWER', 'INGAMING Esports', 'Imperial Esports', 'Keyd Stars', 'SEMORGANIZAÇÃO', 'Liberty']"
Mihlog,Team Flash,1.116,203.497,1.167,134.746,0.741,0.728,0.3,0.069,0.064,1949.0,https://www.vlr.gg/player/36180/mihlog?timespan=all,0.92,0.78,"['Blue Eyes White Dragon', 'Team Big BAAM', 'LAZY', 'APAY Academy', 'Team Big BAAM', 'Unicorn Cyber Da Nang', 'Học Viện 96', 'Original Gaming', 'Team Big BAAM', 'Unicorn Cyber Da Nang', 'Blue Eyes White Dragon', 'Dominus Esports', 'Blue Eyes White Dragon', 'Blue Eyes White Dragon', 'GE Junior', 'LAZY', 'Fancy United Esports', 'Rapid Lofi', 'LAZY', 'Fancy United Esports', 'Original Gaming', 'Rapid Lofi', 'Blue Eyes White Dragon', 'LAZY', 'Team Flash', 'LAZY', 'KOBIET', 'Fancy United Esports', 'Tàn Dư Esports', 'KOBIET', 'Fancy United Esports', 'Quickie Power', 'Tim Tài Trơ', 'Syko', 'Team Big BAAM', 'Fancy United Esports', 'LAZY', 'TwoKay', 'Mekong Gaming', 'Tim Tài Trơ', 'VICTORY', 'Team Big BAAM', 'Fancy United Esports', 'LAZY', 'TwoKay']"
Melser,KRÜ Esports,1.033,190.962,1.069,122.544,0.741,0.677,0.322,0.084,0.072,6772.0,https://www.vlr.gg/player/1311/melser?timespan=all,0.984,0.956,"['MIBR', 'LOUD', 'NRG Esports', '2Game Esports', 'LOUD', '2Game Esports', 'FURIA', 'Galorys', 'ShindeN', 'FNATIC', 'Bilibili Gaming', 'DRX', 'LEVIATÁN', '100 Thieves', 'LEVIATÁN', 'Cloud9', 'Cloud9', 'G2 Esports', 'NRG Esports', 'Sentinels', 'LEVIATÁN', 'G2 Esports', 'LEVIATÁN', '100 Thieves', 'LOUD', 'Evil Geniuses', 'MIBR', 'FURIA', 'G2 Esports', 'G2 Esports', 'FURIA', 'LEVIATÁN', 'LEVIATÁN', 'Giants Gaming', 'Paper Rex', 'LEVIATÁN', 'Cloud9', 'LEVIATÁN', 'FURIA', 'MIBR', 'Cloud9', 'Sentinels', 'LEVIATÁN', 'LOUD', 'NRG Esports', '100 Thieves', 'Evil Geniuses', 'MIBR', 'FURIA', 'Natus Vincere', 'FunPlus Phoenix', 'LOUD', 'Paper Rex', 'Team Liquid', 'FNATIC', 'XSET', 'DRX', 'KRÜ Esports', 'FUSION', 'E-Xolos LAZER', 'FUSION', '9z Team', 'KRÜ Esports', '9z Team', 'KRÜ Esports', 'SunXet Club', 'Optix', 'PAMPAS', 'Ninjas In Pyjamas', 'KRÜ Esports', 'E-Xolos LAZER', 'FUSION', 'KRÜ Esports', 'KRÜ Esports', 'Optix', 'EBRO Gaming', '9z Team', 'Meta Gaming', 'FURIA', 'Liberty', 'Sharks Esports', 'FURIA', 'Newstar', 'Wanderers Esports', 'Eternals Gaming', 'KRÜ Esports', 'KRÜ Esports', 'INFINITY', 'Rebirth Esports', '9z Team', 'KRÜ Esports', 'Pana.Rabbit', 'Wanderers Esports', 'Kaos Latin Gamers', 'Rebirth Esports', '9z Team', 'Kaos Latin Gamers', 'Furious Gaming', '9z Team', 'Optix', 'Meta Gaming', 'Malvinas Gaming', 'Furious Gaming', 'TERROR.NET', 'Eternals Gaming', 'HIGHPOWER', '7even Esport', 'Inflames Gaming', 'LilBabies', 'SUB16', 'Furious Gaming', '9z Team', 'Malvinas Gaming', 'ATROPELADOS', 'ATROPELADOS', 'Furious Gaming', 'Wygers Argentina', 'Malvinas Gaming', 'Wygers Argentina', 'KRÜ Esports', '9z Team', 'KRÜ Esports', 'Optix', 'Wygers Argentina', 'KRÜ Esports', 'Optix', 'KRÜ Esports', '9z Team', 'Stampede Gaming', 'Meta Gaming ', 'LEVIATÁN', 'KRÜ Esports', 'Typhoon', 'Furious Gaming', 'Wygers Argentina', 'Team Samurai', 'Feint Gaming', 'Australs', 'Furious Gaming', '9z Team', 'Rebirth Esports', 'DKS Esports', 'Estral Esports', 'Catolica Esports', 'Santiago Wanderers', 'LBS Esports', 'Catolica Esports', 'DKS Esports', 'Furious Gaming', 'Estral Esports']"
Bavian,Prestige Esports,1.068,216.216,1.113,140.769,0.702,0.75,0.289,0.111,0.115,3038.0,https://www.vlr.gg/player/29877/bavian?timespan=all,0.793,0.875,"['Burger Boyz', 'Predator X Gaming', 'XD Gaming', 'Predator X Gaming', 'CSP Val Orange', 'TEMPR', 'Harmony', 'special grade', 'Seulgi Fanclub', 'Abdes Daycare', 'Pigeons', 'Abdes Daycare', 'Ivy League Dropouts', 'Brimstone with a Fusion Bomb', 'Vulcan Rising', '5 Cows', 'Josh', 'Blueming', 'Team Digital', 'coffees kitten shelter', 'Nightblood Gaming', 'coffees kitten shelter', 'Hamster Henchmen', 'Divine', 'Team Mythic', 'White Leopard Gaming ', 'CSP Val Green', 'ROSE', 'Dexterity Gaming', 'Ambrosia', 'Dexterity Gaming', 'Team Digital', 'Tempers', 'virginia', 'Dexterity Gaming', 'Gekko', 'Dexterity Gaming', 'Brimstone with a Fusion Bomb', 'Outlast', 'Siena Heights University', 'Erinite Esports', 'HyperSpeed Violet', 'MERC', 'Abandoned', 'Seulgi Fanclub', 'West Virginia University', 'Cumberland Rising', 'West Virginia University', 'WTP', 'Shifty505', 'Repose', 'Shifty505', 'Cumberland Phoenix', 'Gosu Academy Prodigies', 'Fractal Gaming', 'YDZ Esports', 'Moon Division', 'YDZ Esports', 'QoR', 'Team Virtuosity', 'RyZe Esports ', 'Torch North', '5 de pastor', 'Let Us Cook', 'Final Form Entertainment', 'Soniqs', 'SU Mustangs', 'BASILISK', 'The Silk Road']"
sol8erry,Team sol8erry,0.968,136.636,0.904,88.487,0.787,0.505,0.605,0.019,0.022,166.0,https://www.vlr.gg/player/50053/sol8erry?timespan=all,0.65,0.65,"['Team ESOTERIC', 'Team xclvsssyx', 'Team CombatBaby', 'Team Micera']"
416,Zoom,1.15,263.645,1.081,161.577,0.734,0.913,0.172,0.194,0.109,94.0,https://www.vlr.gg/player/50805/416?timespan=all,0.92,0.76,"['Chinggis Warriors', 'IHC Esports']"
Vania,G2 Gozen,1.253,233.394,1.341,148.612,0.791,0.839,0.404,0.099,0.07,5733.0,https://www.vlr.gg/player/20064/vania?timespan=all,0.526,0.992,"['NASR Ignite', 'GIANTX GC', 'Lunar', 'Karmine Corp GC', 'HEROIC Valkyries', 'SK Nebula', 'BLVKHVND', 'Siko', 'BBL Esports', 'MIBR GC', 'Shopify Rebellion Gold', 'MIBR GC', 'KRÜ BLAZE', 'GIANTX GC', 'NASR Ignite', 'Karmine Corp GC', 'Zerance Holy Mint', 'GIANTX GC', 'NASR Ignite', 'HEROIC Valkyries', 'VALIANT GC', 'NASR Ignite', 'Odd 1 OUT', 'Karmine Corp GC', 'ALTERNATE aTTaX Ruby', 'Team Falcons Vega', 'GIANTX GC', 'Karmine Corp GC', 'Team Falcons Vega', 'HEROIC Valkyries', 'VALIANT GC', 'BBL Queens', 'Odd 1 OUT', 'XPERION NXT', 'Shopify Rebellion Gold', 'GIANTX GC', 'Karmine Corp GC', 'GIANTX GC', 'Team Falcons Vega', 'Team Falcons Vega', 'GIANTX GC', 'NASR Ignite', 'Team Falcons Vega', 'VALIANT GC', 'FOKUS Sakura', 'MAD Lions KOI', 'Team Liquid Brazil', 'Shopify Rebellion Gold', 'KRÜ BLAZE', 'FUT Female', 'Acend Rising', 'Team Falcons Vega', 'NASR Ignite', 'Team Falcons Vega', 'G2 Gozen', 'Natus Vincere Celestials', 'DSYRE GC', 'Odd 1 OUT', 'Case Hydra', 'Guild GC', 'FUT Female', 'G2 Gozen', 'Acend Rising', 'Guild GC', 'Rebels Velvet', 'Case Hydra', 'EXCEL GC', 'The A Team', 'FUT Female', 'G2 Gozen', 'G2 Gozen', 'Karmine Corp GC', 'UNtapped', 'Alliance Coven', 'CBA', 'G2 Gozen', 'FOKUS Sakura', 'Rebels Velvet', 'Natus Vincere Celestials', 'Karmine Corp GC', 'MAD Lions LAURË', 'The A Team', 'Serpes Viboras', 'Wave Splash', 'Papara SuperMassive Female', 'Mix it up fem', 'Wave Splash', 'Rix.GG Lightning', 'PING Cheetahs', 'Guild GC', 'Team Falcons Vega', 'NOM LEGION', 'Fire Flux Fierce', 'GODSENT IRIS', ""Viper's Gas"", 'Pokemon Go', 'Lumine', '4Real Hurricane', 'Wave Splash', 'Fire Flux Fierce', 'Papara SuperMassive Female', 'Fire Flux Fierce', 'Papara SuperMassive Female', 'İstanbul Wildcats Female', 'Papara SuperMassive Female', 'İstanbul Wildcats Female', 'Papara SuperMassive Female', 'Case Hydra', 'Fire Flux Fierce', 'Unknownpros Female', 'WRAITH ', 'TENSTAR Nova', 'Team X', 'Fuego', 'Control Freaks', 'ORACLE X', 'Papara SuperMassive Female', 'Beşiktaş Esports Female', 'FUT Female', 'HEET RED', 'BETA', 'G2 Gozen', 'Giants G4E', 'tba', 'FTW Fade', 'vanished', 'Daycare', 'G2 Gozen', 'Fearless', 'FUT Female', 'Sad Girls']"
DESTRUCT1VEE,Galakticos,1.023,210.619,1.055,137.142,0.717,0.738,0.322,0.107,0.102,8052.0,https://www.vlr.gg/player/6559/destruct1vee?timespan=all,0.923,0.912,"['BBL PCIFIC', 'Fire Flux Esports', 'S2G Esports', 'Fenerbahçe Esports', 'S2G Esports', 'BBL PCIFIC', 'Fire Flux Esports', 'Fenerbahçe Esports', 'Team NVus', 'TEAM NEXUS', 'Team NVus', 'FUT Esports', 'Papara SuperMassive', 'Digital Athletics', 'Eternal Fire', 'Galatasaray Esports', 'PULSE', 'Team NVus', 'Galatasaray Esports', 'CGN Esports', 'Team Valiant', 'Diamant Esports', 'HOWL Esports', 'Galatasaray Esports', 'Papara SuperMassive', 'PCIFIC Espor', 'Fenerbahçe Esports', 'Fire Flux Esports', 'HOWL Esports', 'PCIFIC Espor', 'S2G Esports', 'İstanbul Wildcats', 'Eternal Fire', 'Galatasaray Esports', 'Papara SuperMassive', 'Fire Flux Esports', 'Galatasaray Esports', 'HOWL Esports', 'Papara SuperMassive', 'Galatasaray Esports', 'Galatasaray Esports', 'S2G Esports', 'İstanbul Wildcats', 'Digital Athletics', 'Papara SuperMassive', 'HOWL Esports', 'Regnum Carya Esports', 'Fire Flux Esports', 'Fenerbahçe Esports', 'Fenerbahçe Esports', 'İstanbul Wildcats', 'Galatasaray Esports', 'Fire Flux Esports', 'There is no tomorrow', 'Fenerbahçe Esports', 'There is no tomorrow', 'DVM Esport', 'UCAM Esports Club', 'GoNext Esports', 'BRATAN MIX', 'CICADAS Gaming', 'New Boss Esports', 'Regnum Carya Esports', 'Digital Athletics', 'Papara SuperMassive', 'Galatasaray Esports', 'Digital Athletics', 'Fenerbahçe Esports', 'Thunderbolts Gaming', 'Galatasaray Esports', 'S2G Esports', 'Fire Flux Esports', 'İstanbul Wildcats', 'Papara SuperMassive', 'S2G Esports', 'Papara SuperMassive', 'Galakticos', 'İstanbul Wildcats', 'Fenerbahçe Esports', 'Digital Athletics', 'Galatasaray Esports', 'Thunderbolts Gaming', 'S2G Esports', 'Parla Esports', 'Mandatory', 'HEET', 'Mandatory', 'HEET', 'Fire Flux Esports', 'Karmine Corp', 'Parla Esports', 'Fire Flux Esports', 'Klanik Esport', 'KPI Gaming', '010 Esports', 'Rapid Ninjas', 'The Barbers', 'FIVE Media Clan', 'BUSHIDO', 'KOI', 'Regnum Carya Esports', 'BIG', 'LANPACAN', 'Wintermint', 'lavender boys', 'The Barbers', 'EXCEL', 'who cars?', 'EXCEL', 'who cars?', 'H2O', 'Alliance', 'Human Tripwires', 'who cars?', 'KOVA', 'EXCEL', 'HEET', 'Digital Athletics', 'Team Z Esports', 'Gringo Team', 'KATANA CLAN', 'Gringo Team', 'Beşiktaş Esports', 'Team Aurora', 'KBB KAGITSPOR', 'Kafalar eSports', '010 Esports', 'Galakticos', 'Parla Esports', 'Kafalar eSports', 'Witch E-Sports', 'Thunderbolts Gaming', 'Kafalar eSports', 'Fire Flux Young', 'OtherSide', 'Galakticos', 'Surreal Esports', 'FishkaVTom', 'Galatasaray Esports', 'Holyshit', 'Case Esports', 'Thunderbolts Gaming', 'Surreal Esports', 'Digital Athletics', 'Gringo Team', 'Cataclysm Team', 'Anubis Gaming', 'VAC Kimchi', 'Bay Area Vandals', 'PXL Esports']"
