Player,Team,Rating,ACS,KD,ADR,KAST,KPR,APR,FKPR,FDPR,Total_Rounds_Played,url,tier_m,region_m,opponents
musashi,Eintracht Frankfurt,1.088,229.079,1.155,145.191,0.72,0.801,0.264,0.132,0.121,9096.0,https://www.vlr.gg/player/4325/musashi?timespan=all,0.7,0.7,
azury,Eintracht Frankfurt,1.072,202.487,1.14,133.177,0.721,0.734,0.236,0.077,0.075,6104.0,https://www.vlr.gg/player/4629/azury?timespan=all,0.7,0.7,
DisisJohn,Eintracht Frankfurt,1.108,237.97,1.209,147.911,0.712,0.864,0.136,0.187,0.132,6579.0,https://www.vlr.gg/player/12528/disisjohn?timespan=all,0.7,0.7,
Leosen,Eintracht Frankfurt,1.076,230.348,1.131,150.812,0.714,0.811,0.236,0.134,0.125,7149.0,https://www.vlr.gg/player/9508/leosen?timespan=all,0.7,0.7,
jay,First Round Out,1.109,226.833,1.173,149.241,0.747,0.811,0.247,0.114,0.115,372.0,https://www.vlr.gg/player/48377/jay?timespan=all,0.7,0.7,
wisa,First Round Out,0.964,183.236,0.963,119.377,0.7,0.649,0.24,0.066,0.073,1926.0,https://www.vlr.gg/player/7532/wisa?timespan=all,0.7,0.7,
bryce,First Round Out,1.065,202.425,1.128,132.05,0.729,0.726,0.255,0.083,0.08,5587.0,https://www.vlr.gg/player/7418/bryce?timespan=all,0.7,0.7,
Teddy,First Round Out,1.137,246.081,1.227,159.633,0.731,0.873,0.166,0.164,0.132,822.0,https://www.vlr.gg/player/21195/teddy?timespan=all,0.7,0.7,
OLDERGREG,BITEKI,0.91,163.635,0.832,112.229,0.705,0.576,0.281,0.066,0.076,221.0,https://www.vlr.gg/player/49676/oldergreg?timespan=all,0.7,0.7,
Jiggy,BITEKI,1.032,196.136,0.973,126.802,0.74,0.685,0.403,0.088,0.085,339.0,https://www.vlr.gg/player/48709/jiggy?timespan=all,0.7,0.7,
Spirit,BITEKI,1.011,213.725,1.005,141.601,0.652,0.748,0.215,0.111,0.112,554.0,https://www.vlr.gg/player/33053/spirit?timespan=all,0.7,0.7,
SplatGun,BITEKI,1.046,200.664,0.998,133.792,0.717,0.701,0.354,0.069,0.09,806.0,https://www.vlr.gg/player/45980/splatgun?timespan=all,0.7,0.7,
Jacyn,BITEKI,0.935,210.31,0.938,136.991,0.696,0.732,0.241,0.112,0.142,806.0,https://www.vlr.gg/player/45979/jacyn?timespan=all,0.7,0.7,
sHOW,BITEKI,0.972,219.462,0.978,138.678,0.672,0.757,0.183,0.141,0.16,715.0,https://www.vlr.gg/player/36714/show?timespan=all,0.7,0.7,
ahk,BITEKI,0.67,124.5,0.635,82.75,0.7,0.425,0.425,0.125,0.15,40.0,https://www.vlr.gg/player/49563/ahk?timespan=all,0.7,0.7,
Forcee,OXEN,1.075,194.083,1.06,125.15,0.748,0.679,0.425,0.063,0.057,2732.0,https://www.vlr.gg/player/15547/forcee?timespan=all,0.7,0.7,
fasuu,OXEN,1.129,210.686,1.237,141.771,0.827,0.802,0.441,0.022,0.014,126.0,https://www.vlr.gg/player/41113/fasuu?timespan=all,0.7,0.7,
jcz,Zen eSports,0.948,188.807,0.943,123.276,0.695,0.662,0.271,0.086,0.089,725.0,https://www.vlr.gg/player/46082/jcz?timespan=all,0.7,0.7,
KIMB0,Zen eSports,1.003,193.489,1.029,130.079,0.693,0.705,0.207,0.091,0.096,1767.0,https://www.vlr.gg/player/39154/kimb0?timespan=all,0.7,0.7,
Cobra,Wygers,0.945,186.567,0.883,126.769,0.658,0.637,0.267,0.046,0.069,217.0,https://www.vlr.gg/player/23082/cobra?timespan=all,0.7,0.7,
Xpiryy,Wygers,0.742,169.923,0.762,112.055,0.604,0.625,0.141,0.12,0.143,207.0,https://www.vlr.gg/player/48952/xpiryy?timespan=all,0.7,0.7,
t1tan,Wygers,0.951,204.881,0.959,130.33,0.681,0.739,0.148,0.151,0.092,123.0,https://www.vlr.gg/player/48953/t1tan?timespan=all,0.7,0.7,
Dubstep,Wygers,0.584,143.135,0.541,94.172,0.579,0.448,0.314,0.048,0.08,185.0,https://www.vlr.gg/player/48955/dubstep?timespan=all,0.7,0.7,
BujaXD,Wygers,1.07,221.7,1.01,141.6,0.63,0.76,0.37,0.11,0.14,123.0,https://www.vlr.gg/player/48956/bujaxd?timespan=all,0.7,0.7,
ElBicho,Wygers,0.807,150.286,0.783,98.69,0.642,0.549,0.237,0.047,0.026,42.0,https://www.vlr.gg/player/48954/elbicho?timespan=all,0.7,0.7,
gin,Rapid Lofi,1.068,245.496,1.141,157.038,0.71,0.845,0.193,0.2,0.178,6136.0,https://www.vlr.gg/player/14254/gin?timespan=all,0.7,0.7,
Havex,UWaterloo Gold,0.96,203.1,0.962,134.051,0.696,0.709,0.263,0.108,0.118,3947.0,https://www.vlr.gg/player/16750/havex?timespan=all,0.7,0.7,
lil d,jarritos,1.028,202.896,1.031,132.79,0.718,0.725,0.335,0.09,0.085,4501.0,https://www.vlr.gg/player/14503/lil-d?timespan=all,0.7,0.7,
Shifty,jarritos,0.8,157.09,0.743,102.71,0.667,0.546,0.314,0.059,0.091,8674.0,https://www.vlr.gg/player/3216/shifty?timespan=all,0.7,0.7,
RYKER,CCG Esports,1.105,249.546,1.114,164.019,0.713,0.859,0.212,0.194,0.15,2384.0,https://www.vlr.gg/player/43997/ryker?timespan=all,0.7,0.7,
ExplodedN1KK3,Möyhentäjät,0.765,173.025,0.694,115.887,0.549,0.573,0.228,0.046,0.116,334.0,https://www.vlr.gg/player/48260/explodedn1kk3?timespan=all,0.7,0.7,
Khimber,Möyhentäjät,0.542,155.091,0.489,110.534,0.483,0.442,0.219,0.072,0.171,190.0,https://www.vlr.gg/player/48258/khimber?timespan=all,0.7,0.7,
Whey 100,Möyhentäjät,0.789,175.274,0.789,116.696,0.551,0.629,0.099,0.107,0.118,239.0,https://www.vlr.gg/player/48259/whey-100?timespan=all,0.7,0.7,
ROTTAKUNINGAS,Möyhentäjät,0.686,170.192,0.679,112.668,0.532,0.596,0.187,0.078,0.184,334.0,https://www.vlr.gg/player/48257/rottakuningas?timespan=all,0.7,0.7,
Hansel,Möyhentäjät,0.477,118.555,0.396,80.788,0.484,0.343,0.143,0.051,0.116,155.0,https://www.vlr.gg/player/48289/hansel?timespan=all,0.7,0.7,
TheNightChe,ESC Gaming,0.983,203.868,1.033,131.488,0.699,0.734,0.206,0.091,0.101,5839.0,https://www.vlr.gg/player/8034/thenightche?timespan=all,0.7,0.7,
Luvjix,ESC Gaming,0.917,155.246,0.84,104.253,0.729,0.54,0.386,0.049,0.063,1759.0,https://www.vlr.gg/player/10429/luvjix?timespan=all,0.7,0.7,
russ,ESC Gaming,1.103,237.56,1.219,151.081,0.729,0.851,0.173,0.152,0.118,7172.0,https://www.vlr.gg/player/2107/russ?timespan=all,0.7,0.7,
B3ASTM0D3,ESC Gaming,1.077,205.82,1.107,134.176,0.72,0.736,0.305,0.083,0.087,4855.0,https://www.vlr.gg/player/6038/b3astm0d3?timespan=all,0.7,0.7,
NoMan,ESC Gaming,1.09,232.468,1.113,149.058,0.701,0.803,0.191,0.197,0.153,2350.0,https://www.vlr.gg/player/11527/noman?timespan=all,0.7,0.7,
MMMiky,ESC Gaming,0.566,145.323,0.55,98.519,0.582,0.485,0.097,0.094,0.094,31.0,https://www.vlr.gg/player/29593/mmmiky?timespan=all,0.7,0.7,
Sandra,Al-Qadsiah Esports GC,1.016,216.46,1.058,140.95,0.711,0.744,0.233,0.144,0.115,4591.0,https://www.vlr.gg/player/29900/sandra?timespan=all,0.7,0.7,
jduh,Al-Qadsiah Esports GC,1.129,207.978,1.163,135.84,0.738,0.745,0.344,0.077,0.07,6205.0,https://www.vlr.gg/player/17332/jduh?timespan=all,0.7,0.7,
schnellÆ,Al-Qadsiah Esports GC,1.048,229.133,1.126,147.213,0.719,0.814,0.203,0.16,0.145,5586.0,https://www.vlr.gg/player/19383/schnell?timespan=all,0.7,0.7,
Felipa,Al-Qadsiah Esports GC,1.03,198.034,1.023,129.756,0.75,0.685,0.391,0.084,0.076,5355.0,https://www.vlr.gg/player/17339/felipa?timespan=all,0.7,0.7,
Anva,Al-Qadsiah Esports GC,1.078,220.613,1.124,145.636,0.714,0.772,0.241,0.111,0.099,4831.0,https://www.vlr.gg/player/24100/anva?timespan=all,0.7,0.7,
Maddz1N,Eternal Flame,0.863,179.487,0.816,118.663,0.708,0.624,0.389,0.069,0.131,319.0,https://www.vlr.gg/player/43920/maddz1n?timespan=all,0.7,0.7,
pituF0,Eternal Flame,0.943,182.356,0.901,125.271,0.733,0.638,0.37,0.053,0.093,270.0,https://www.vlr.gg/player/35749/pituf0?timespan=all,0.7,0.7,
XinTreZ,Eternal Flame,1.006,190.041,0.961,124.146,0.723,0.675,0.418,0.058,0.079,770.0,https://www.vlr.gg/player/35683/xintrez?timespan=all,0.7,0.7,
17leanndro,Eternal Flame,1.256,257.026,1.238,170.526,0.734,0.883,0.203,0.208,0.13,248.0,https://www.vlr.gg/player/50405/17leanndro?timespan=all,0.7,0.7,
Mesmer,Eternal Flame,1.194,243.839,1.254,159.813,0.732,0.88,0.216,0.1,0.069,248.0,https://www.vlr.gg/player/50719/mesmer?timespan=all,0.7,0.7,
d3ffo,SweetNsour,1.056,223.879,1.187,139.596,0.719,0.791,0.181,0.179,0.136,8548.0,https://www.vlr.gg/player/252/d3ffo?timespan=all,0.7,0.7,
diseased,SweetNsour,1.167,218.813,1.216,139.863,0.75,0.778,0.258,0.094,0.075,3674.0,https://www.vlr.gg/player/7106/diseased?timespan=all,0.7,0.7,
ianto,SweetNsour,1.038,211.231,1.057,141.514,0.716,0.743,0.27,0.124,0.13,3777.0,https://www.vlr.gg/player/30901/ianto?timespan=all,0.7,0.7,
Vitie,SweetNsour,1.15,223.043,1.175,144.036,0.743,0.793,0.392,0.083,0.081,3472.0,https://www.vlr.gg/player/22617/vitie?timespan=all,0.7,0.7,
Aphun,SweetNsour,0.887,177.654,0.877,117.34,0.702,0.618,0.321,0.069,0.103,3234.0,https://www.vlr.gg/player/23098/aphun?timespan=all,0.7,0.7,
braveaf,SweetNsour,1.01,207.264,1.029,134.202,0.698,0.709,0.3,0.092,0.084,4940.0,https://www.vlr.gg/player/2285/braveaf?timespan=all,0.7,0.7,
Xan,IGNITE,1.12,247.648,1.177,158.714,0.736,0.863,0.253,0.167,0.142,3775.0,https://www.vlr.gg/player/11737/xan?timespan=all,0.7,0.7,
lenne,IGNITE,1.078,206.169,1.077,134.854,0.75,0.702,0.353,0.078,0.073,7109.0,https://www.vlr.gg/player/8137/lenne?timespan=all,0.7,0.7,
Tempz,IGNITE,1.045,208.414,1.051,134.321,0.75,0.728,0.376,0.093,0.093,4493.0,https://www.vlr.gg/player/24654/tempz?timespan=all,0.7,0.7,
hyk,IGNITE,0.944,197.27,0.987,130.898,0.707,0.714,0.218,0.12,0.123,1498.0,https://www.vlr.gg/player/9158/hyk?timespan=all,0.7,0.7,
h3nsem,IGNITE,0.657,136.885,0.673,96.759,0.63,0.487,0.161,0.071,0.116,113.0,https://www.vlr.gg/player/20625/h3nsem?timespan=all,0.7,0.7,
Cloudy,Gen.G Global Academy,0.866,183.406,0.884,120.449,0.671,0.637,0.285,0.091,0.091,2365.0,https://www.vlr.gg/player/9192/cloudy?timespan=all,0.7,0.7,
BENECIA,Gen.G Global Academy,1.035,197.428,1.04,126.247,0.726,0.688,0.391,0.069,0.071,4032.0,https://www.vlr.gg/player/4475/benecia?timespan=all,0.7,0.7,
Ash,Gen.G Global Academy,1.097,233.182,1.139,151.167,0.724,0.812,0.204,0.171,0.143,2502.0,https://www.vlr.gg/player/25017/ash?timespan=all,0.7,0.7,
Ramgi,Gen.G Global Academy,1.124,255.187,1.211,162.905,0.73,0.918,0.218,0.138,0.13,142.0,https://www.vlr.gg/player/50826/ramgi?timespan=all,0.7,0.7,
Gnadel,Gen.G Global Academy,1.028,199.182,1.102,142.336,0.684,0.725,0.139,0.076,0.089,66.0,https://www.vlr.gg/player/50827/h3il?timespan=all,0.7,0.7,
Rain,Gen.G Global Academy,0.897,214.867,0.899,135.792,0.652,0.702,0.276,0.161,0.193,2764.0,https://www.vlr.gg/player/4130/rain?timespan=all,0.7,0.7,
Kirito,Chaos Alliance,1.09,246.7,1.11,157.9,0.69,0.83,0.15,0.15,0.19,59.0,https://www.vlr.gg/player/50179/kirito?timespan=all,0.7,0.7,
Blue,Chaos Alliance,0.868,182.114,0.955,111.744,0.645,0.646,0.239,0.077,0.108,515.0,https://www.vlr.gg/player/26996/blue?timespan=all,0.7,0.7,
ckuma,Chaos Alliance,0.519,110.98,0.455,76.867,0.568,0.367,0.171,0.059,0.1,123.0,https://www.vlr.gg/player/42541/ckuma?timespan=all,0.7,0.7,
Neon,LEVIATÁN Academy,1.166,247.733,1.243,159.491,0.722,0.84,0.202,0.2,0.153,1882.0,https://www.vlr.gg/player/29243/neon?timespan=all,0.7,0.7,
blowz,LEVIATÁN Academy,1.086,216.106,1.123,140.286,0.733,0.755,0.323,0.117,0.098,2156.0,https://www.vlr.gg/player/21251/blowz?timespan=all,0.7,0.7,
erde,LEVIATÁN Academy,1.061,214.312,1.077,141.272,0.716,0.739,0.354,0.09,0.1,1965.0,https://www.vlr.gg/player/29242/erde?timespan=all,0.7,0.7,
ghoul33,LEVIATÁN Academy,1.071,244.752,1.19,157.872,0.703,0.889,0.18,0.178,0.148,980.0,https://www.vlr.gg/player/42867/ghoul33?timespan=all,0.7,0.7,
MiradaNinja,LEVIATÁN Academy,1.102,213.39,1.187,142.524,0.733,0.743,0.233,0.106,0.11,946.0,https://www.vlr.gg/player/29241/miradaninja?timespan=all,0.7,0.7,
IAX SRO,ATF Electric,0.62,167.0,0.73,90.4,0.61,0.61,0.17,0.0,0.11,36.0,https://www.vlr.gg/player/50467/iax-sro?timespan=all,0.7,0.7,
CosmicFlow,ATF Electric,0.52,105.0,0.5,69.9,0.5,0.39,0.06,0.0,0.11,36.0,https://www.vlr.gg/player/50468/cosmicflow?timespan=all,0.7,0.7,
GARY,ATF Electric,1.49,258.0,1.33,167.8,0.78,0.89,0.5,0.0,0.06,36.0,https://www.vlr.gg/player/50469/gary?timespan=all,0.7,0.7,
EAA,ATF Electric,0.322,132.24,0.432,88.784,0.476,0.421,0.079,0.142,0.257,50.0,https://www.vlr.gg/player/35682/eaa?timespan=all,0.7,0.7,
licho6al,ATF Electric,0.42,113.0,0.38,70.8,0.67,0.33,0.17,0.06,0.17,36.0,https://www.vlr.gg/player/50470/licho6al?timespan=all,0.7,0.7,
fiziq,YFP,1.028,194.796,1.022,128.538,0.736,0.668,0.342,0.074,0.079,14340.0,https://www.vlr.gg/player/739/fiziq?timespan=all,0.7,0.7,
jakee,YFP,1.073,222.732,1.108,143.55,0.726,0.794,0.299,0.104,0.1,15289.0,https://www.vlr.gg/player/8742/jakee?timespan=all,0.7,0.7,
stellar,YFP,1.07,195.552,1.076,128.597,0.746,0.693,0.29,0.066,0.063,14007.0,https://www.vlr.gg/player/733/stellar?timespan=all,0.7,0.7,
penny,YFP,1.107,235.621,1.192,148.992,0.726,0.825,0.233,0.158,0.128,9091.0,https://www.vlr.gg/player/7716/penny?timespan=all,0.7,0.7,
thief,YFP,1.064,221.697,1.114,142.074,0.731,0.784,0.263,0.113,0.106,14463.0,https://www.vlr.gg/player/69/thief?timespan=all,0.7,0.7,
mixyce,F4TALITY,1.015,208.139,1.011,133.575,0.714,0.718,0.371,0.091,0.098,1291.0,https://www.vlr.gg/player/41466/mixyce?timespan=all,0.7,0.7,
Bruxo,F4TALITY,0.984,195.709,0.961,133.23,0.698,0.679,0.287,0.092,0.096,869.0,https://www.vlr.gg/player/45864/bruxo?timespan=all,0.7,0.7,
sanoj,F4TALITY,1.059,228.888,1.08,151.898,0.697,0.79,0.213,0.142,0.12,944.0,https://www.vlr.gg/player/47551/sanoj?timespan=all,0.7,0.7,
Renna,F4TALITY,0.984,169.712,0.954,116.117,0.697,0.615,0.282,0.068,0.092,293.0,https://www.vlr.gg/player/50786/renna?timespan=all,0.7,0.7,
xanti,Formulation GC,0.964,177.268,0.952,117.947,0.682,0.641,0.334,0.053,0.075,1639.0,https://www.vlr.gg/player/38116/xanti?timespan=all,0.7,0.7,
Addi,Formulation GC,1.087,227.977,1.118,147.481,0.713,0.801,0.281,0.137,0.119,3107.0,https://www.vlr.gg/player/38025/addi?timespan=all,0.7,0.7,
Scarlett,Formulation GC,1.062,216.157,1.107,139.882,0.719,0.758,0.204,0.165,0.123,4684.0,https://www.vlr.gg/player/26693/scarlett?timespan=all,0.7,0.7,
noze,Formulation GC,1.125,210.853,1.191,140.674,0.71,0.759,0.213,0.089,0.065,2363.0,https://www.vlr.gg/player/30240/noze?timespan=all,0.7,0.7,
Mali,Formulation GC,1.004,217.537,1.046,142.196,0.689,0.758,0.215,0.169,0.165,1849.0,https://www.vlr.gg/player/43884/mali?timespan=all,0.7,0.7,
selin,Formulation GC,1.127,197.114,1.215,133.392,0.737,0.717,0.229,0.066,0.059,995.0,https://www.vlr.gg/player/30138/selin?timespan=all,0.7,0.7,
LgenD,Fractious Esports,0.953,226.201,1.047,148.688,0.626,0.802,0.138,0.182,0.207,662.0,https://www.vlr.gg/player/45909/lgend?timespan=all,0.7,0.7,
Mind,eQuizers,1.046,206.369,1.059,135.971,0.727,0.742,0.286,0.086,0.086,1495.0,https://www.vlr.gg/player/25106/mind?timespan=all,0.7,0.7,
Mark,Fractious Esports,0.974,192.907,0.939,130.696,0.713,0.682,0.319,0.071,0.066,1881.0,https://www.vlr.gg/player/18207/mark?timespan=all,0.7,0.7,
bloom,Fractious Esports,1.001,201.376,0.992,130.022,0.731,0.703,0.42,0.102,0.112,1223.0,https://www.vlr.gg/player/36638/bloom?timespan=all,0.7,0.7,
CORONEL,Los Bandidos,1.092,200.697,1.07,132.859,0.726,0.716,0.368,0.072,0.056,1196.0,https://www.vlr.gg/player/27820/coronel?timespan=all,0.7,0.7,
Liper,UC Esports,0.667,149.294,0.5,98.953,0.646,0.44,0.294,0.086,0.061,34.0,https://www.vlr.gg/player/50494/liper?timespan=all,0.7,0.7,
Reivax,UC Esports,1.026,193.932,1.005,125.284,0.754,0.697,0.483,0.062,0.049,260.0,https://www.vlr.gg/player/35661/reivax?timespan=all,0.7,0.7,
Eztevan,UC Esports,0.678,191.059,0.678,127.765,0.53,0.616,0.119,0.0,0.086,34.0,https://www.vlr.gg/player/50495/eztevan?timespan=all,0.7,0.7,
rzinss,UC Esports,0.836,187.059,0.789,127.635,0.589,0.647,0.151,0.06,0.09,34.0,https://www.vlr.gg/player/50496/rzinss?timespan=all,0.7,0.7,
ChysT,UC Esports,0.569,138.185,0.557,95.681,0.464,0.465,0.129,0.095,0.26,54.0,https://www.vlr.gg/player/35692/chyst?timespan=all,0.7,0.7,
Crws,TALON,0.918,185.032,0.931,120.01,0.708,0.644,0.347,0.072,0.087,7819.0,https://www.vlr.gg/player/3977/crws?timespan=all,0.7,0.7,
JitBoyS,TALON,1.043,196.85,1.048,130.517,0.713,0.712,0.256,0.083,0.078,4302.0,https://www.vlr.gg/player/13788/jitboys?timespan=all,0.7,0.7,
primmie,TALON,1.156,245.713,1.265,159.684,0.74,0.894,0.188,0.133,0.107,1003.0,https://www.vlr.gg/player/25255/primmie?timespan=all,0.7,0.7,
ban,TALON,1.034,222.253,1.096,140.202,0.707,0.783,0.217,0.153,0.12,11769.0,https://www.vlr.gg/player/5129/ban?timespan=all,0.7,0.7,
Governor,TALON,1.037,226.764,1.087,144.79,0.717,0.78,0.248,0.159,0.136,17966.0,https://www.vlr.gg/player/3980/governor?timespan=all,0.7,0.7,
brast,MixChi,0.87,178.041,0.849,117.647,0.746,0.631,0.327,0.043,0.061,98.0,https://www.vlr.gg/player/49817/brast?timespan=all,0.7,0.7,
darky,MixChi,1.05,221.5,0.94,155.2,0.72,0.68,0.42,0.22,0.24,50.0,https://www.vlr.gg/player/50430/darky?timespan=all,0.7,0.7,
Mat,MixChi,0.63,130.5,0.62,87.8,0.6,0.46,0.3,0.06,0.12,50.0,https://www.vlr.gg/player/50431/mat?timespan=all,0.7,0.7,
xReNdø,MixChi,0.911,199.159,0.864,130.811,0.707,0.677,0.304,0.096,0.07,326.0,https://www.vlr.gg/player/38864/xrend?timespan=all,0.7,0.7,
sKizzo,MixChi,1.129,241.664,1.197,156.891,0.717,0.854,0.205,0.191,0.133,1226.0,https://www.vlr.gg/player/33486/skizzo?timespan=all,0.7,0.7,
zeddy,KPI Gaming,1.09,213.68,1.13,135.625,0.759,0.749,0.358,0.105,0.094,11624.0,https://www.vlr.gg/player/443/zeddy?timespan=all,0.7,0.7,
l0udly,KPI Gaming,0.973,205.07,0.993,134.606,0.7,0.7,0.29,0.109,0.112,6052.0,https://www.vlr.gg/player/173/l0udly?timespan=all,0.7,0.7,
pyrolll,KPI Gaming,1.065,212.461,1.056,139.724,0.723,0.744,0.294,0.12,0.109,5140.0,https://www.vlr.gg/player/8808/pyrolll?timespan=all,0.7,0.7,
7ssk7,KPI Gaming,1.099,210.646,1.109,133.795,0.731,0.756,0.264,0.137,0.111,8705.0,https://www.vlr.gg/player/363/7ssk7?timespan=all,0.7,0.7,
basya,KPI Gaming,1.041,211.053,1.101,135.717,0.706,0.742,0.194,0.096,0.089,5334.0,https://www.vlr.gg/player/2431/basya?timespan=all,0.7,0.7,
Chechuu,Melilla Titans,0.849,174.227,0.811,114.617,0.67,0.598,0.315,0.073,0.104,4683.0,https://www.vlr.gg/player/2862/chechuu?timespan=all,0.7,0.7,
xKyjote,KPI Gaming,1.031,211.605,1.07,141.501,0.695,0.75,0.171,0.105,0.097,3346.0,https://www.vlr.gg/player/11336/xkyjote?timespan=all,0.7,0.7,
Neiker,Team Galaga,0.97,195.032,0.975,128.072,0.698,0.688,0.289,0.097,0.092,4643.0,https://www.vlr.gg/player/2996/neiker?timespan=all,0.7,0.7,
dimasick,KPI Gaming,1.005,216.497,1.111,137.902,0.713,0.765,0.223,0.115,0.092,4762.0,https://www.vlr.gg/player/320/dimasick?timespan=all,0.7,0.7,
f4ngeer,KCORP Blue Stars,1.136,238.942,1.194,155.691,0.697,0.85,0.183,0.179,0.152,2559.0,https://www.vlr.gg/player/21216/f4ngeer?timespan=all,0.7,0.7,
Yohpa,KCORP Blue Stars,1.084,210.001,1.141,140.601,0.719,0.756,0.239,0.096,0.093,1945.0,https://www.vlr.gg/player/24439/yohpa?timespan=all,0.7,0.7,
Sevire,KCORP Blue Stars,1.044,218.043,1.066,139.073,0.712,0.76,0.265,0.139,0.118,4869.0,https://www.vlr.gg/player/11322/sevire?timespan=all,0.7,0.7,
ease,KCORP Blue Stars,0.997,189.358,0.984,122.13,0.727,0.668,0.348,0.077,0.086,6391.0,https://www.vlr.gg/player/2864/ease?timespan=all,0.7,0.7,
soren,KCORP Blue Stars,1.084,231.307,1.133,151.622,0.693,0.823,0.167,0.171,0.147,2632.0,https://www.vlr.gg/player/7173/soren?timespan=all,0.7,0.7,
pakko,KCORP Blue Stars,0.859,156.944,0.845,102.802,0.731,0.547,0.265,0.06,0.068,521.0,https://www.vlr.gg/player/6881/pakko?timespan=all,0.7,0.7,
guuih,Stellae Gaming,1.06,194.225,1.096,130.923,0.73,0.686,0.22,0.072,0.065,6967.0,https://www.vlr.gg/player/6202/guuih?timespan=all,0.7,0.7,
bezn1,Stellae Gaming,1.008,212.776,1.03,135.764,0.701,0.743,0.261,0.122,0.114,5751.0,https://www.vlr.gg/player/1567/bezn1?timespan=all,0.7,0.7,
Siduzord,Stellae Gaming,1.093,200.384,1.078,133.221,0.732,0.69,0.344,0.071,0.063,5559.0,https://www.vlr.gg/player/3424/siduzord?timespan=all,0.7,0.7,
phc,Stellae Gaming,1.114,217.9,1.145,142.654,0.745,0.769,0.309,0.124,0.097,3231.0,https://www.vlr.gg/player/36433/phc?timespan=all,0.7,0.7,
Palla,Stellae Gaming,1.045,247.205,1.076,159.59,0.703,0.84,0.226,0.188,0.174,2629.0,https://www.vlr.gg/player/15681/palla?timespan=all,0.7,0.7,
consz,The MongolZ,1.137,227.603,1.172,150.187,0.731,0.802,0.24,0.148,0.117,1601.0,https://www.vlr.gg/player/40910/consz?timespan=all,0.7,0.7,
SkyIsBlue,The MongolZ,0.999,215.493,1.033,139.925,0.718,0.757,0.304,0.132,0.134,1877.0,https://www.vlr.gg/player/40908/skyisblue?timespan=all,0.7,0.7,
MnFeaR,The MongolZ,0.997,203.989,0.971,136.263,0.74,0.697,0.366,0.086,0.097,1877.0,https://www.vlr.gg/player/40907/mnfear?timespan=all,0.7,0.7,
CXIX666,The MongolZ,1.119,209.557,1.144,138.403,0.744,0.741,0.309,0.089,0.077,1746.0,https://www.vlr.gg/player/44770/cxix666?timespan=all,0.7,0.7,
nex1SphiX,The MongolZ,1.091,198.76,1.114,134.137,0.75,0.716,0.363,0.049,0.061,2539.0,https://www.vlr.gg/player/44930/nex1sphix?timespan=all,0.7,0.7,
WANHEDA,Dudes,1.001,196.541,0.978,127.862,0.73,0.687,0.267,0.075,0.075,3510.0,https://www.vlr.gg/player/2833/wanheda?timespan=all,0.7,0.7,
siJk,Dudes,1.032,229.339,1.133,142.817,0.675,0.805,0.166,0.169,0.143,4675.0,https://www.vlr.gg/player/4167/sijk?timespan=all,0.7,0.7,
drepeex,Dudes,0.996,197.635,1.074,131.758,0.669,0.722,0.157,0.07,0.087,1303.0,https://www.vlr.gg/player/36756/drepeex?timespan=all,0.7,0.7,
stonezy,Dudes,1.135,236.302,1.219,154.138,0.711,0.852,0.164,0.167,0.13,2116.0,https://www.vlr.gg/player/33731/stonezy?timespan=all,0.7,0.7,
oli,Dudes,1.049,208.192,1.052,139.966,0.706,0.743,0.246,0.084,0.071,4050.0,https://www.vlr.gg/player/16278/oli?timespan=all,0.7,0.7,
NaturE,Evil Geniuses,1.05,199.827,1.044,132.112,0.732,0.694,0.298,0.084,0.078,6977.0,https://www.vlr.gg/player/4927/nature?timespan=all,0.7,0.7,
Derrek,Evil Geniuses,1.095,202.671,1.097,134.9,0.748,0.703,0.338,0.07,0.055,9363.0,https://www.vlr.gg/player/1533/derrek?timespan=all,0.7,0.7,
supamen,Evil Geniuses,1.046,198.299,1.054,126.722,0.732,0.707,0.311,0.075,0.087,7445.0,https://www.vlr.gg/player/826/supamen?timespan=all,0.7,0.7,
icy,Evil Geniuses,1.039,210.984,1.055,138.686,0.717,0.734,0.244,0.119,0.107,15404.0,https://www.vlr.gg/player/8402/icy?timespan=all,0.7,0.7,
yay,Evil Geniuses,1.159,243.935,1.278,150.889,0.706,0.864,0.15,0.187,0.126,7240.0,https://www.vlr.gg/player/881/yay?timespan=all,0.7,0.7,
nabil,Landor,1.109,233.446,1.154,153.046,0.74,0.804,0.29,0.131,0.097,8130.0,https://www.vlr.gg/player/8434/nabil?timespan=all,0.7,0.7,
velis,Torch,1.135,224.41,1.178,145.712,0.747,0.787,0.315,0.109,0.097,11889.0,https://www.vlr.gg/player/8539/velis?timespan=all,0.7,0.7,
andrew,Resonate,1.09,238.163,1.152,154.595,0.714,0.853,0.171,0.161,0.133,7510.0,https://www.vlr.gg/player/27937/andrew?timespan=all,0.7,0.7,
contii,Resonate,1.001,209.549,1.009,132.436,0.732,0.722,0.302,0.096,0.101,10340.0,https://www.vlr.gg/player/1107/contii?timespan=all,0.7,0.7,
KHS,TAMU Maroon,1.125,235.634,1.142,156.818,0.748,0.812,0.331,0.121,0.083,8881.0,https://www.vlr.gg/player/16029/khs?timespan=all,0.7,0.7,
kaho,SFU Pink,1.196,247.92,1.254,160.49,0.743,0.856,0.256,0.157,0.111,3245.0,https://www.vlr.gg/player/32166/kaho?timespan=all,0.7,0.7,
